"지역별","시점","성별",고용률
"제주","2015.01","계",68.0
"제주","2015.02","계",66.6
"제주","2015.03","계",66.4
"제주","2015.04","계",66.8
"제주","2015.05","계",68.6
"제주","2015.06","계",68.7
"제주","2015.07","계",68.8
"제주","2015.08","계",69.1
"제주","2015.09","계",69.4
"제주","2015.10","계",70.2
"제주","2015.11","계",70.2
"제주","2015.12","계",69.6
"제주","2016.01","계",68.3
"제주","2016.02","계",68.2
"제주","2016.03","계",67.9
"제주","2016.04","계",68.6
"제주","2016.05","계",69.3
"제주","2016.06","계",68.5
"제주","2016.07","계",68.2
"제주","2016.08","계",69.8
"제주","2016.09","계",70.0
"제주","2016.10","계",70.5
"제주","2016.11","계",71.2
"제주","2016.12","계",70.4
"제주","2017.01","계",69.8
"제주","2017.02","계",70.0
"제주","2017.03","계",71.0
"제주","2017.04","계",71.4
"제주","2017.05","계",71.6
"제주","2017.06","계",71.1
"제주","2017.07","계",71.9
"제주","2017.08","계",70.7
"제주","2017.09","계",70.6
"제주","2017.10","계",70.2
"제주","2017.11","계",71.8
"제주","2017.12","계",70.7
"제주","2018.01","계",68.8
"제주","2018.02","계",67.3
"제주","2018.03","계",68.6
"제주","2018.04","계",68.5
"제주","2018.05","계",68.6
"제주","2018.06","계",68.4
"제주","2018.07","계",68.2
"제주","2018.08","계",68.1
"제주","2018.09","계",68.2
"제주","2018.10","계",68.3
"제주","2018.11","계",69.6
"제주","2018.12","계",68.6
"제주","2019.01","계",67.8
"제주","2019.02","계",67.9
"제주","2019.03","계",67.5
"제주","2019.04","계",68.1
"제주","2019.05","계",68.6
"제주","2019.06","계",68.7
"제주","2019.07","계",67.5
"제주","2019.08","계",68.6
"제주","2019.09","계",68.2
"제주","2019.10","계",69.3
"제주","2019.11","계",69.3
"제주","2019.12","계",69.3
"제주","2020.01","계",69.2
"제주","2020.02","계",67.6
"제주","2020.03","계",65.8
"제주","2020.04","계",65.8
"제주","2020.05","계",66.4
"제주","2020.06","계",65.6
"제주","2020.07","계",66.8
"제주","2020.08","계",67.2
"제주","2020.09","계",67.5
"제주","2020.10","계",67.5
"제주","2020.11","계",69.2
"제주","2020.12","계",67.1
"제주","2021.01","계",64.6
"제주","2021.02","계",66.5
"제주","2021.03","계",67.7
"제주","2021.04","계",68.7
"제주","2021.05","계",68.2
"제주","2021.06","계",68.1
"제주","2021.07","계",66.9
"제주","2021.08","계",67.0
"제주","2021.09","계",66.5
"제주","2021.10","계",67.7
"제주","2021.11","계",68.9
"제주","2021.12","계",68.1
"제주","2022.01","계",68.1
"제주","2022.02","계",68.5
"제주","2022.03","계",69.4
"제주","2022.04","계",68.5
"제주","2022.05","계",68.9
"제주","2022.06","계",70.0
"제주","2022.07","계",69.8
"제주","2022.08","계",70.3
"제주","2022.09","계",70.5
"제주","2022.10","계",72.2
"제주","2022.11","계",72.1
"제주","2022.12","계",70.7
"제주","2023.01","계",67.7
"제주","2023.02","계",67.6
"제주","2023.03","계",68.0
"제주","2023.04","계",68.7
"제주","2023.05","계",69.4
"제주","2023.06","계",69.5
"제주","2023.07","계",69.5
"제주","2023.08","계",70.1
"제주","2023.09","계",70.0
"제주","2023.10","계",70.3
"제주","2023.11","계",70.8
"제주","2023.12","계",69.0
"제주","2024.01","계",69.2
"제주","2024.02","계",68.8
"제주","2024.03","계",69.4
"제주","2024.04","계",69.2
"제주","2024.05","계",70.0
"제주","2024.06","계",70.0
"제주","2024.07","계",69.6
"제주","2024.08","계",69.6
