시점,근로시간,지역별
2021.12,159.1,충남
2022.01,158.4,충남
2022.02,158.0,충남
2022.03,157.6,충남
2022.04,157.2,충남
2022.05,156.8,충남
2022.06,156.4,충남
2022.07,156.0,충남
2022.08,155.6,충남
2022.09,155.2,충남
2022.10,154.8,충남
2022.11,154.4,충남
2022.12,154.0,충남
2023.01,153.6,충남
2011.01,2046.0,충북
2011.02,2040.7,충북
2011.03,2035.4,충북
2011.04,2030.1,충북
2011.05,2024.8,충북
2011.06,2019.5,충북
2011.07,2014.2,충북
2011.08,2008.9,충북
2011.09,2003.6,충북
2011.10,1998.3,충북
2011.11,1993.0,충북
2011.12,1987.7,충북
2012.01,1982.4,충북
2012.02,1991.6,충북
2012.03,2000.8,충북
2012.04,2010.0,충북
2012.05,2019.2,충북
2012.06,2028.4,충북
2012.07,2037.6,충북
2012.08,2046.8,충북
2012.09,2056.0,충북
2012.10,2065.2,충북
2012.11,2074.4,충북
2012.12,2083.6,충북
2013.01,2092.8,충북
2013.02,2093.1,충북
2013.03,2093.4,충북
2013.04,2093.7,충북
2013.05,2094.0,충북
2013.06,2094.3,충북
2013.07,2094.6,충북
2013.08,2094.9,충북
2013.09,2095.2,충북
2013.10,2095.5,충북
2013.11,2095.8,충북
2013.12,2096.1,충북
2014.01,2096.4,충북
2014.02,2095.7,충북
2014.03,2095.0,충북
2014.04,2094.3,충북
2014.05,2093.6,충북
2014.06,2092.9,충북
2014.07,2092.2,충북
2014.08,2091.5,충북
2014.09,2090.8,충북
2014.10,2090.1,충북
2014.11,2089.4,충북
2014.12,2088.7,충북
2015.01,2088.0,충북
2015.02,2076.8,충북
2015.03,2065.6,충북
2015.04,2054.4,충북
2015.05,2043.2,충북
2015.06,2032.0,충북
2015.07,2020.8,충북
2015.08,2009.6,충북
2015.09,1998.4,충북
2015.10,1987.2,충북
2015.11,1976.0,충북
2015.12,1964.8,충북
2016.01,1953.6,충북
2016.02,1950.7,충북
2016.03,1947.8,충북
2016.04,1944.9,충북
2016.05,1942.0,충북
2016.06,1939.1,충북
2016.07,1936.2,충북
2016.08,1933.3,충북
2016.09,1930.4,충북
2016.10,1927.5,충북
2016.11,1924.6,충북
2016.12,1921.7,충북
2017.01,1918.8,충북
2017.02,1924.1,충북
2017.03,1929.4,충북
2017.04,1934.7,충북
2017.05,1940.0,충북
2017.06,1945.3,충북
2017.07,1950.6,충북
2017.08,1955.9,충북
2017.09,1961.2,충북
2017.10,1966.5,충북
2017.11,1971.8,충북
2017.12,1977.1,충북
2018.01,1982.4,충북
2018.02,1986.3,충북
2018.03,1990.2,충북
2018.04,1994.1,충북
2018.05,1998.0,충북
2018.06,2001.9,충북
2018.07,2005.8,충북
2018.08,2009.7,충북
2018.09,2013.6,충북
2018.10,2017.5,충북
2018.11,2021.4,충북
2018.12,2025.3,충북
2019.01,2029.2,충북
2019.02,1873.0,충북
2019.03,1716.8,충북
2019.04,1560.6,충북
2019.05,1404.4,충북
2019.06,1248.2,충북
2019.07,1092.0,충북
2019.08,935.8,충북
2019.09,779.6,충북
2019.10,623.4,충북
2019.11,467.2,충북
2019.12,311.0,충북
2020.01,154.8,충북
2020.02,155.8,충북
2020.03,156.8,충북
2020.04,157.8,충북
2020.05,158.8,충북
2020.06,159.8,충북
2020.07,160.8,충북
2020.08,161.8,충북
2020.09,162.8,충북
2020.10,163.8,충북
2020.11,164.8,충북
2020.12,165.8,충북
2021.01,166.8,충북
2021.02,166.1,충북
2021.03,165.4,충북
2021.04,164.7,충북
2021.05,164.0,충북
2021.06,163.3,충북
2021.07,162.6,충북
2021.08,161.9,충북
2021.09,161.2,충북
2021.10,160.5,충북
2021.11,159.8,충북
2021.12,159.1,충북
2022.01,158.4,충북
2022.02,158.0,충북
2022.03,157.6,충북
2022.04,157.2,충북
2022.05,156.8,충북
2022.06,156.4,충북
2022.07,156.0,충북
2022.08,155.6,충북
2022.09,155.2,충북
2022.10,154.8,충북
2022.11,154.4,충북
2022.12,154.0,충북
2023.01,153.6,충북
