시점,인구밀집도,지역별
2017.09,370.733,전라
2017.10,370.625,전라
2017.11,370.517,전라
2017.12,370.408,전라
2018.01,370.300,전라
2018.02,370.175,전라
2018.03,370.050,전라
2018.04,369.925,전라
2018.05,369.800,전라
2018.06,369.675,전라
2018.07,369.550,전라
2018.08,369.425,전라
2018.09,369.300,전라
2018.10,369.175,전라
2018.11,369.050,전라
2018.12,368.925,전라
2019.01,368.800,전라
2019.02,368.758,전라
2019.03,368.717,전라
2019.04,368.675,전라
2019.05,368.633,전라
2019.06,368.592,전라
2019.07,368.550,전라
2019.08,368.508,전라
2019.09,368.467,전라
2019.10,368.425,전라
2019.11,368.383,전라
2019.12,368.342,전라
2020.01,368.300,전라
2020.02,368.050,전라
2020.03,367.800,전라
2020.04,367.550,전라
2020.05,367.300,전라
2020.06,367.050,전라
2020.07,366.800,전라
2020.08,366.550,전라
2020.09,366.300,전라
2020.10,366.050,전라
2020.11,365.800,전라
2020.12,365.550,전라
2021.01,365.300,전라
2021.02,365.117,전라
2021.03,364.933,전라
2021.04,364.750,전라
2021.05,364.567,전라
2021.06,364.383,전라
2021.07,364.200,전라
2021.08,364.017,전라
2021.09,363.833,전라
2021.10,363.650,전라
2021.11,363.467,전라
2021.12,363.283,전라
2022.01,363.100,전라
2022.02,363.075,전라
2022.03,363.050,전라
2022.04,363.025,전라
2022.05,363.000,전라
2022.06,362.975,전라
2022.07,362.950,전라
2022.08,362.925,전라
2022.09,362.900,전라
2022.10,362.875,전라
2022.11,362.850,전라
2022.12,362.825,전라
2023.01,362.800,전라
2015.01,327.500,제주
2015.02,328.300,제주
2015.03,329.100,제주
2015.04,329.900,제주
2015.05,330.700,제주
2015.06,331.500,제주
2015.07,332.300,제주
2015.08,333.100,제주
2015.09,333.900,제주
2015.10,334.700,제주
2015.11,335.500,제주
2015.12,336.300,제주
2016.01,337.100,제주
2016.02,337.917,제주
2016.03,338.733,제주
2016.04,339.550,제주
2016.05,340.367,제주
2016.06,341.183,제주
2016.07,342.000,제주
2016.08,342.817,제주
2016.09,343.633,제주
2016.10,344.450,제주
2016.11,345.267,제주
2016.12,346.083,제주
2017.01,346.900,제주
2017.02,347.642,제주
2017.03,348.383,제주
2017.04,349.125,제주
2017.05,349.867,제주
2017.06,350.608,제주
2017.07,351.350,제주
2017.08,352.092,제주
2017.09,352.833,제주
2017.10,353.575,제주
2017.11,354.317,제주
2017.12,355.058,제주
2018.01,355.800,제주
2018.02,356.100,제주
2018.03,356.400,제주
2018.04,356.700,제주
2018.05,357.000,제주
2018.06,357.300,제주
2018.07,357.600,제주
2018.08,357.900,제주
2018.09,358.200,제주
2018.10,358.500,제주
2018.11,358.800,제주
2018.12,359.100,제주
2019.01,359.400,제주
2019.02,359.667,제주
2019.03,359.933,제주
2019.04,360.200,제주
2019.05,360.467,제주
2019.06,360.733,제주
2019.07,361.000,제주
2019.08,361.267,제주
2019.09,361.533,제주
2019.10,361.800,제주
2019.11,362.067,제주
2019.12,362.333,제주
2020.01,362.600,제주
2020.02,362.700,제주
2020.03,362.800,제주
2020.04,362.900,제주
2020.05,363.000,제주
2020.06,363.100,제주
2020.07,363.200,제주
2020.08,363.300,제주
2020.09,363.400,제주
2020.10,363.500,제주
2020.11,363.600,제주
2020.12,363.700,제주
2021.01,363.800,제주
2021.02,363.950,제주
2021.03,364.100,제주
2021.04,364.250,제주
2021.05,364.400,제주
2021.06,364.550,제주
2021.07,364.700,제주
2021.08,364.850,제주
2021.09,365.000,제주
2021.10,365.150,제주
2021.11,365.300,제주
2021.12,365.450,제주
2022.01,365.600,제주
2022.02,365.617,제주
2022.03,365.633,제주
2022.04,365.650,제주
2022.05,365.667,제주
2022.06,365.683,제주
2022.07,365.700,제주
2022.08,365.717,제주
2022.09,365.733,제주
2022.10,365.750,제주
2022.11,365.767,제주
2022.12,365.783,제주
2023.01,365.800,제주
2015.01,471.200,충청
2015.02,471.575,충청
2015.03,471.950,충청
2015.04,472.325,충청
2015.05,472.700,충청
2015.06,473.075,충청
2015.07,473.450,충청
2015.08,473.825,충청
2015.09,474.200,충청
2015.10,474.575,충청
2015.11,474.950,충청
2015.12,475.325,충청
2016.01,475.700,충청
2016.02,476.092,충청
2016.03,476.483,충청
2016.04,476.875,충청
2016.05,477.267,충청
2016.06,477.658,충청
2016.07,478.050,충청
2016.08,478.442,충청
2016.09,478.833,충청
2016.10,479.225,충청
2016.11,479.617,충청
2016.12,480.008,충청
2017.01,480.400,충청
2017.02,480.692,충청
2017.03,480.983,충청
2017.04,481.275,충청
2017.05,481.567,충청
2017.06,481.858,충청
2017.07,482.150,충청
2017.08,482.442,충청
2017.09,482.733,충청
2017.10,483.025,충청
2017.11,483.317,충청
2017.12,483.608,충청
2018.01,483.900,충청
2018.02,484.025,충청
2018.03,484.150,충청
2018.04,484.275,충청
2018.05,484.400,충청
2018.06,484.525,충청
2018.07,484.650,충청
2018.08,484.775,충청
2018.09,484.900,충청
2018.10,485.025,충청
2018.11,485.150,충청
2018.12,485.275,충청
2019.01,485.400,충청
2019.02,485.308,충청
2019.03,485.217,충청
2019.04,485.125,충청
2019.05,485.033,충청
2019.06,484.942,충청
2019.07,484.850,충청
2019.08,484.758,충청
2019.09,484.667,충청
2019.10,484.575,충청
2019.11,484.483,충청
2019.12,484.392,충청
2020.01,484.300,충청
2020.02,484.208,충청
2020.03,484.117,충청
2020.04,484.025,충청
2020.05,483.933,충청
2020.06,483.842,충청
2020.07,483.750,충청
2020.08,483.658,충청
2020.09,483.567,충청
2020.10,483.475,충청
2020.11,483.383,충청
2020.12,483.292,충청
2021.01,483.200,충청
2021.02,483.375,충청
2021.03,483.550,충청
2021.04,483.725,충청
2021.05,483.900,충청
2021.06,484.075,충청
2021.07,484.250,충청
2021.08,484.425,충청
2021.09,484.600,충청
2021.10,484.775,충청
2021.11,484.950,충청
2021.12,485.125,충청
2022.01,485.300,충청
2022.02,485.717,충청
2022.03,486.133,충청
2022.04,486.550,충청
2022.05,486.967,충청
2022.06,487.383,충청
2022.07,487.800,충청
2022.08,488.217,충청
2022.09,488.633,충청
2022.10,489.050,충청
2022.11,489.467,충청
2022.12,489.883,충청
2023.01,490.300,충청
