지역별,시점,총이동인구수,청년층이동인구수
전남,2020.03,-2026,-1720
전남,2020.04,-1640,-1435
전남,2020.05,-567,-1338
전남,2020.06,-752,-1128
전남,2020.07,-745,-1036
전남,2020.08,-865,-1175
전남,2020.09,-399,-941
전남,2020.1,228,-350
전남,2020.11,633,-204
전남,2020.12,1774,96
전남,2021.01,-311,-940
전남,2021.02,-207,-976
전남,2021.03,-510,-1209
전남,2021.04,232,-681
전남,2021.05,-10,-710
전남,2021.06,-507,-863
전남,2021.07,-587,-767
전남,2021.08,-697,-1002
전남,2021.09,-2078,-2075
전남,2021.1,-100,-645
전남,2021.11,220,-262
전남,2021.12,68,-415
전남,2022.01,541,-300
전남,2022.02,-239,-1107
전남,2022.03,-499,-1259
전남,2022.04,656,-489
전남,2022.05,179,-583
전남,2022.06,-343,-679
전남,2022.07,-201,-697
전남,2022.08,-437,-845
전남,2022.09,-566,-791
전남,2022.1,-257,-453
전남,2022.11,385,-214
전남,2022.12,436,-184
전남,2023.01,26,-393
전남,2023.02,-845,-1199
전남,2023.03,16,-731
전남,2023.04,315,-455
전남,2023.05,-28,-652
전남,2023.06,-18,-557
전남,2023.07,-605,-604
전남,2023.08,-716,-855
전남,2023.09,-285,-358
전남,2023.1,-211,-348
전남,2023.11,145,-179
전남,2023.12,406,-103
전남,2024.01,-453,-548
전남,2024.02,-1260,-1254
전남,2024.03,-884,-915
전남,2024.04,-278,-680
전남,2024.05,-527,-797
전남,2024.06,-5,-506
전남,2024.07,-395,-530
전남,2024.08,-396,-799
경북,2012.01,-2424,-1245
경북,2012.02,-2438,-1941
경북,2012.03,-94,-830
경북,2012.04,-251,-761
경북,2012.05,-366,-789
경북,2012.06,23,-647
경북,2012.07,-311,-552
경북,2012.08,-810,-913
경북,2012.09,-189,-436
경북,2012.1,487,-195
경북,2012.11,1051,212
경북,2012.12,462,-153
경북,2013.01,-384,-706
경북,2013.02,-2049,-1380
경북,2013.03,-360,-955
경북,2013.04,-301,-800
경북,2013.05,-116,-715
경북,2013.06,185,-630
경북,2013.07,-693,-691
경북,2013.08,-305,-658
경북,2013.09,-132,-467
경북,2013.1,379,-196
경북,2013.11,1151,286
경북,2013.12,760,-27
경북,2014.01,-1389,-1109
경북,2014.02,-1213,-1346
경북,2014.03,-296,-1326
경북,2014.04,76,-634
경북,2014.05,-39,-760
경북,2014.06,-464,-766
경북,2014.07,-169,-669
경북,2014.08,283,-631
경북,2014.09,5772,1145
경북,2014.1,-3853,-1272
경북,2014.11,-683,-328
경북,2014.12,987,33
경북,2015.01,-1640,-1369
경북,2015.02,-1059,-1251
경북,2015.03,-1314,-1293
경북,2015.04,-624,-873
경북,2015.05,-492,-847
경북,2015.06,943,-468
경북,2015.07,864,-105
경북,2015.08,716,-420
경북,2015.09,59,-313
경북,2015.1,287,-205
경북,2015.11,1202,119
경북,2015.12,481,-168
경북,2016.01,-1685,-1211
경북,2016.02,-82,-1394
경북,2016.03,122,-1292
경북,2016.04,-57,-943
경북,2016.05,421,-450
경북,2016.06,168,-793
경북,2016.07,-415,-842
경북,2016.08,-928,-1076
경북,2016.09,88,-627
경북,2016.1,-538,-654
경북,2016.11,-107,-195
경북,2016.12,-138,-290
경북,2017.01,-1444,-1259
경북,2017.02,-2168,-1905
경북,2017.03,-1462,-1605
경북,2017.04,-518,-886
경북,2017.05,-825,-1144
경북,2017.06,-696,-932
경북,2017.07,-652,-863
경북,2017.08,-146,-818
경북,2017.09,968,-189
경북,2017.1,585,-286
경북,2017.11,424,-145
경북,2017.12,353,-155
경북,2018.01,-2055,-1631
경북,2018.02,-2394,-1793
경북,2018.03,-1506,-1602
경북,2018.04,-439,-908
경북,2018.05,-247,-986
경북,2018.06,-969,-1089
경북,2018.07,-1121,-1206
경북,2018.08,-953,-1257
경북,2018.09,-241,-575
경북,2018.1,-256,-653
경북,2018.11,609,75
경북,2018.12,347,-260
경북,2019.01,-2123,-1898
경북,2019.02,-2026,-1947
경북,2019.03,-85,-1138
경북,2019.04,-213,-1053
경북,2019.05,-166,-1097
경북,2019.06,539,-474
경북,2019.07,-573,-895
경북,2019.08,-670,-1116
경북,2019.09,-320,-807
경북,2019.1,-81,-578
경북,2019.11,271,-297
경북,2019.12,876,-344
경북,2020.01,-2413,-2013
경북,2020.02,-2729,-2232
경북,2020.03,-4717,-3208
경북,2020.04,-1700,-1906
경북,2020.05,-1512,-1785
경북,2020.06,-1521,-1788
경북,2020.07,-1834,-1730
경북,2020.08,-2365,-1922
경북,2020.09,-403,-1200
경북,2020.1,565,-249
경북,2020.11,362,-554
경북,2020.12,1289,-50
경북,2021.01,-1028,-1110
경북,2021.02,-242,-1099
경북,2021.03,1439,-550
경북,2021.04,1133,-474
경북,2021.05,1327,-226
경북,2021.06,606,-536
경북,2021.07,-82,-865
경북,2021.08,-628,-1110
경북,2021.09,-1126,-1800
경북,2021.1,580,-288
경북,2021.11,694,-149
경북,2021.12,664,-367
경북,2022.01,-1339,-1308
경북,2022.02,-1156,-1751
경북,2022.03,-515,-1737
경북,2022.04,-81,-1010
경북,2022.05,-29,-906
경북,2022.06,-1143,-1055
경북,2022.07,-1037,-988
경북,2022.08,-1103,-1153
경북,2022.09,-686,-743
경북,2022.1,-508,-381
경북,2022.11,-11,-240
경북,2022.12,-58,-446
경북,2023.01,-1650,-1319
경북,2023.02,-2015,-1796
경북,2023.03,0,-911
경북,2023.04,99,-585
경북,2023.05,-262,-633
경북,2023.06,-727,-641
경북,2023.07,-644,-666
경북,2023.08,-1167,-949
경북,2023.09,-661,-500
경북,2023.1,-306,-424
경북,2023.11,-329,-275
경북,2023.12,-501,-594
경북,2024.01,-1412,-1180
경북,2024.02,-1631,-1641
경북,2024.03,-230,-765
경북,2024.04,287,-363
경북,2024.05,495,8
경북,2024.06,-311,-390
경북,2024.07,-988,-860
경북,2024.08,-799,-885
경남,2012.01,-191,-384
경남,2012.02,-2719,-1487
경남,2012.03,-780,-1019
경남,2012.04,69,-459
경남,2012.05,1130,-145
경남,2012.06,742,-55
경남,2012.07,-712,-470
경남,2012.08,-746,-491
경남,2012.09,-79,-401
경남,2012.1,767,104
경남,2012.11,-366,-289
경남,2012.12,113,-188
경남,2013.01,-1192,-598
경남,2013.02,-1906,-1226
경남,2013.03,-932,-1145
경남,2013.04,-93,-491
경남,2013.05,226,-246
경남,2013.06,1884,331
경남,2013.07,673,-206
경남,2013.08,89,-560
경남,2013.09,214,-221
경남,2013.1,1455,-25
경남,2013.11,1132,543
경남,2013.12,2244,523
경남,2014.01,393,-36
경남,2014.02,-1475,-1213
경남,2014.03,-222,-1082
경남,2014.04,1016,-250
경남,2014.05,1940,251
경남,2014.06,415,-204
경남,2014.07,290,-140
경남,2014.08,125,-457
경남,2014.09,-486,-456
경남,2014.1,-555,-530
경남,2014.11,2279,511
경남,2014.12,2355,67
경남,2015.01,183,-129
경남,2015.02,-699,-958
경남,2015.03,987,-495
경남,2015.04,1044,-188
경남,2015.05,581,-103
경남,2015.06,-423,-348
경남,2015.07,-816,-638
경남,2015.08,-123,-516
경남,2015.09,1508,24
경남,2015.1,1003,-244
경남,2015.11,618,64
경남,2015.12,1242,-124
경남,2016.01,-482,-770
경남,2016.02,-686,-969
경남,2016.03,-243,-976
경남,2016.04,792,-283
경남,2016.05,262,-375
경남,2016.06,275,-424
경남,2016.07,-106,-647
경남,2016.08,-823,-1137
경남,2016.09,-169,-632
경남,2016.1,602,-260
경남,2016.11,578,-403
경남,2016.12,1772,-176
경남,2017.01,-127,-670
경남,2017.02,-1979,-2025
경남,2017.03,-570,-1489
경남,2017.04,-344,-837
경남,2017.05,439,-625
경남,2017.06,614,-773
경남,2017.07,928,-377
경남,2017.08,-566,-1158
경남,2017.09,539,-614
경남,2017.1,2185,70
경남,2017.11,1379,-86
경남,2017.12,1481,-220
경남,2018.01,-3,-908
경남,2018.02,-1360,-1471
경남,2018.03,-975,-1591
경남,2018.04,-451,-1107
경남,2018.05,348,-604
경남,2018.06,-257,-872
경남,2018.07,-282,-780
경남,2018.08,-631,-1224
경남,2018.09,-705,-845
경남,2018.1,-615,-978
경남,2018.11,-199,-449
경남,2018.12,-680,-934
경남,2019.01,-509,-1141
경남,2019.02,-2204,-2110
경남,2019.03,-1093,-1655
경남,2019.04,-861,-1347
경남,2019.05,-978,-1414
경남,2019.06,-742,-914
경남,2019.07,-436,-893
경남,2019.08,-798,-1229
경남,2019.09,-1089,-1323
경남,2019.1,-2,-539
경남,2019.11,-291,-579
경남,2019.12,-307,-912
경남,2020.01,-614,-1337
경남,2020.02,-2013,-2184
경남,2020.03,-3123,-2713
경남,2020.04,-1696,-1874
경남,2020.05,-1629,-1806
경남,2020.06,-1461,-1738
경남,2020.07,-1445,-1398
경남,2020.08,-1982,-1825
경남,2020.09,-1165,-1420
경남,2020.1,-230,-616
경남,2020.11,-1206,-1109
경남,2020.12,-94,-899
경남,2021.01,-1257,-1439
경남,2021.02,-1922,-2037
경남,2021.03,-1556,-2175
경남,2021.04,-348,-990
경남,2021.05,-687,-1210
경남,2021.06,-624,-1103
경남,2021.07,-701,-1272
경남,2021.08,-1869,-1858
경남,2021.09,-2567,-2590
경남,2021.1,-481,-880
경남,2021.11,-781,-1148
경남,2021.12,-910,-1481
경남,2022.01,-2001,-1486
경남,2022.02,-3558,-3154
경남,2022.03,-2052,-2446
경남,2022.04,-898,-1169
경남,2022.05,-1605,-1720
경남,2022.06,-1649,-1660
경남,2022.07,-1268,-1532
경남,2022.08,-1404,-1598
경남,2022.09,-1345,-1509
경남,2022.1,-1130,-1231
경남,2022.11,-592,-881
경남,2022.12,-1045,-1093
경남,2023.01,-1542,-1283
경남,2023.02,-4162,-3097
경남,2023.03,-2116,-2258
경남,2023.04,-996,-1116
경남,2023.05,-1399,-1455
경남,2023.06,-836,-1104
경남,2023.07,-1105,-1190
경남,2023.08,-1874,-1591
경남,2023.09,-526,-579
경남,2023.1,-210,-472
경남,2023.11,-372,-470
경남,2023.12,-1162,-914
경남,2024.01,-1173,-797
경남,2024.02,-3326,-2509
경남,2024.03,-1778,-1999
경남,2024.04,-1066,-1444
경남,2024.05,-946,-1050
경남,2024.06,-81,-625
경남,2024.07,-91,-628
경남,2024.08,-305,-931
제주,2012.01,135,-13
제주,2012.02,353,-160
제주,2012.03,528,-16
제주,2012.04,420,-6
제주,2012.05,547,77
제주,2012.06,384,49
제주,2012.07,682,172
제주,2012.08,368,-18
제주,2012.09,452,160
제주,2012.1,443,83
제주,2012.11,349,-9
제주,2012.12,215,-103
제주,2013.01,106,-129
제주,2013.02,923,45
제주,2013.03,835,79
제주,2013.04,820,128
제주,2013.05,716,148
제주,2013.06,455,41
제주,2013.07,795,110
제주,2013.08,608,48
제주,2013.09,637,155
제주,2013.1,598,115
제주,2013.11,658,146
제주,2013.12,672,152
제주,2014.01,600,124
제주,2014.02,1091,103
제주,2014.03,843,122
제주,2014.04,863,141
제주,2014.05,884,169
제주,2014.06,952,255
제주,2014.07,981,203
제주,2014.08,828,123
제주,2014.09,814,152
제주,2014.1,951,234
제주,2014.11,1149,351
제주,2014.12,1156,420
제주,2015.01,752,112
제주,2015.02,1086,220
제주,2015.03,1196,83
제주,2015.04,1266,214
제주,2015.05,1099,168
제주,2015.06,1150,203
제주,2015.07,1534,287
제주,2015.08,1179,195
제주,2015.09,1335,262
제주,2015.1,1370,207
제주,2015.11,1059,183
제주,2015.12,1231,80
제주,2016.01,856,64
제주,2016.02,1738,204
제주,2016.03,1589,188
제주,2016.04,1609,370
제주,2016.05,1458,325
제주,2016.06,1197,202
제주,2016.07,1329,320
제주,2016.08,1127,241
제주,2016.09,849,151
제주,2016.1,931,151
제주,2016.11,992,157
제주,2016.12,957,134
제주,2017.01,626,81
제주,2017.02,1230,101
제주,2017.03,1129,103
제주,2017.04,1080,242
제주,2017.05,1285,276
제주,2017.06,844,146
제주,2017.07,1573,352
제주,2017.08,1553,221
제주,2017.09,1227,383
제주,2017.1,1314,379
제주,2017.11,1124,189
제주,2017.12,1020,157
제주,2018.01,1038,149
제주,2018.02,997,123
제주,2018.03,1136,70
제주,2018.04,977,157
제주,2018.05,1026,251
제주,2018.06,766,233
제주,2018.07,929,136
제주,2018.08,774,103
제주,2018.09,467,64
제주,2018.1,437,106
제주,2018.11,259,72
제주,2018.12,47,-83
제주,2019.01,90,-37
제주,2019.02,136,-216
제주,2019.03,527,-71
제주,2019.04,418,20
제주,2019.05,576,7
제주,2019.06,396,-57
제주,2019.07,346,-16
제주,2019.08,242,-65
제주,2019.09,42,-62
제주,2019.1,83,-40
제주,2019.11,104,24
제주,2019.12,-24,-43
제주,2020.01,-284,-133
제주,2020.02,78,-251
제주,2020.03,-362,-378
제주,2020.04,91,-242
제주,2020.05,160,-154
제주,2020.06,454,-35
제주,2020.07,526,93
제주,2020.08,553,20
제주,2020.09,390,33
제주,2020.1,722,180
제주,2020.11,398,60
제주,2020.12,652,230
제주,2021.01,-57,-61
제주,2021.02,502,-316
제주,2021.03,250,-271
제주,2021.04,536,1
제주,2021.05,428,21
제주,2021.06,407,-3
제주,2021.07,559,35
제주,2021.08,63,-318
제주,2021.09,257,-84
제주,2021.1,532,24
제주,2021.11,318,41
제주,2021.12,122,-53
제주,2022.01,-55,-96
제주,2022.02,502,-264
제주,2022.03,233,-293
제주,2022.04,389,-117
제주,2022.05,437,-50
제주,2022.06,314,-66
제주,2022.07,533,35
제주,2022.08,603,20
제주,2022.09,64,-122
제주,2022.1,91,-87
제주,2022.11,137,-35
제주,2022.12,-100,-104
제주,2023.01,-595,-125
제주,2023.02,-325,-379
제주,2023.03,-2,-352
제주,2023.04,182,-31
제주,2023.05,6,-181
제주,2023.06,-87,-157
제주,2023.07,25,-128
제주,2023.08,-230,-276
제주,2023.09,-62,-76
제주,2023.1,-26,-111
제주,2023.11,-135,-133
제주,2023.12,-438,-214
제주,2024.01,-761,-267
제주,2024.02,-546,-451
제주,2024.03,-371,-420
제주,2024.04,-179,-243
제주,2024.05,-99,-150
제주,2024.06,-236,-109
제주,2024.07,-114,-142
제주,2024.08,-361,-304
