시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간,어린이집
2017.03,광주,1.04,58.6,98.080,3530,68.817,41296,94.0,1950.2,1232
2017.03,대구,1.05,59.1,96.442,3829,73.950,70270,93.8,1965.6,1454
2017.03,대전,1.05,59.3,97.618,2224,72.883,41617,92.2,1925.6,1488
2017.03,부산,0.96,56.2,95.632,4734,72.550,124972,93.2,1984.6,1915
2017.03,서울,0.82,59.7,96.910,14171,77.983,263876,90.7,1942.8,6190
2017.03,울산,1.24,59.7,99.365,2569,70.050,35256,96.7,1862.8,879
2017.03,인천,1.01,61.3,97.933,3604,68.767,87326,89.4,1963.4,2178
2017.03,전남,1.31,61.1,82.098,2779,57.750,70684,83.9,1979.8,1235
2017.03,전북,1.13,58.2,87.615,3966,64.750,65450,89.5,1938.0,1480
2017.03,제주,1.29,71.0,103.490,998,66.650,19372,87.1,2036.8,525
2017.03,충남,1.26,60.2,91.975,2896,64.450,71664,89.5,1902.0,1948
2017.03,충북,1.22,61.2,90.227,2290,64.067,53048,88.3,1929.4,1181
2017.04,강원,1.11,62.3,84.643,2217,65.575,48500,83.2,1932.9,1133
2017.04,경기,1.05,62.1,100.363,20342,74.525,356816,90.7,1962.0,11789
2017.04,경남,1.20,61.6,95.210,6033,70.075,110420,90.9,1928.4,3058
2017.04,경북,1.23,62.4,87.312,3643,67.400,90048,89.8,1942.8,2041
2017.04,광주,1.03,58.8,97.705,3518,68.875,41292,94.0,1953.9,1229
2017.04,대구,1.05,59.3,96.182,3836,73.925,70445,93.9,1969.2,1449
2017.04,대전,1.04,59.1,97.207,2224,72.975,41620,92.4,1928.4,1480
2017.04,부산,0.96,56.4,95.362,4728,72.325,125155,93.2,1986.9,1913
2017.04,서울,0.82,59.9,96.580,14162,78.175,264141,90.7,1947.6,6172
2017.04,울산,1.23,59.7,98.977,2571,70.375,35214,96.5,1867.8,878
2017.04,인천,1.01,61.4,97.505,3614,69.150,87648,89.6,1967.1,2175
2017.04,전남,1.30,62.1,81.808,2770,58.125,70701,84.0,1982.1,1232
2017.04,전북,1.12,59.6,87.257,3963,64.825,65501,89.6,1941.6,1472
2017.04,제주,1.28,71.4,103.360,1000,66.825,19417,87.2,2038.8,524
2017.04,충남,1.25,63.0,91.703,2902,64.375,71784,89.8,1907.4,1945
2017.04,충북,1.22,63.2,90.005,2286,64.600,53052,88.6,1934.7,1179
2017.05,강원,1.10,63.6,84.343,2215,65.600,48553,83.3,1937.6,1128
2017.05,경기,1.05,62.4,100.100,20390,74.700,357954,90.8,1966.4,11777
2017.05,경남,1.19,61.5,94.780,6027,70.100,110353,90.9,1932.0,3050
2017.05,경북,1.23,63.8,87.017,3631,67.433,90070,90.1,1945.2,2034
2017.05,광주,1.03,59.2,97.330,3505,68.933,41287,94.1,1957.6,1225
2017.05,대구,1.04,59.3,95.923,3844,73.900,70620,94.0,1972.8,1444
2017.05,대전,1.03,59.3,96.797,2224,73.067,41624,92.6,1931.2,1472
2017.05,부산,0.95,57.0,95.093,4721,72.100,125337,93.1,1989.2,1910
2017.05,서울,0.81,60.5,96.250,14153,78.367,264407,90.8,1952.4,6153
2017.05,울산,1.22,60.3,98.590,2573,70.700,35171,96.4,1872.8,877
2017.05,인천,1.01,62.4,97.077,3624,69.533,87970,89.8,1970.8,2171
2017.05,전남,1.30,63.0,81.517,2762,58.500,70718,84.2,1984.4,1229
2017.05,전북,1.12,60.1,86.900,3960,64.900,65553,89.7,1945.2,1464
2017.05,제주,1.28,71.6,103.230,1002,67.000,19463,87.4,2040.8,522
2017.05,충남,1.25,63.6,91.430,2909,64.300,71905,90.1,1912.8,1942
2017.05,충북,1.21,64.2,89.783,2282,65.133,53056,88.9,1940.0,1176
2017.06,강원,1.10,63.8,84.044,2213,65.625,48606,83.3,1942.3,1123
2017.06,경기,1.04,62.3,99.838,20439,74.875,359092,90.9,1970.8,11765
2017.06,경남,1.18,61.2,94.350,6020,70.125,110285,90.9,1935.6,3042
2017.06,경북,1.22,64.0,86.721,3620,67.467,90092,90.4,1947.6,2027
2017.06,광주,1.02,59.7,96.955,3492,68.992,41282,94.2,1961.3,1221
2017.06,대구,1.03,59.4,95.664,3851,73.875,70795,94.1,1976.4,1439
2017.06,대전,1.02,58.9,96.386,2224,73.158,41628,92.8,1934.0,1464
2017.06,부산,0.94,57.0,94.824,4714,71.875,125519,93.1,1991.5,1908
2017.06,서울,0.80,60.8,95.920,14144,78.558,264673,90.9,1957.2,6135
2017.06,울산,1.21,60.4,98.203,2574,71.025,35128,96.2,1877.8,876
2017.06,인천,1.01,62.3,96.648,3634,69.917,88292,90.0,1974.5,2167
2017.06,전남,1.29,63.1,81.226,2753,58.875,70735,84.3,1986.7,1226
2017.06,전북,1.11,59.5,86.543,3957,64.975,65604,89.7,1948.8,1455
2017.06,제주,1.27,71.1,103.100,1004,67.175,19508,87.6,2042.8,521
2017.06,충남,1.24,64.2,91.157,2916,64.225,72025,90.3,1918.2,1939
2017.06,충북,1.21,64.0,89.562,2278,65.667,53060,89.2,1945.3,1174
2017.07,강원,1.09,64.3,83.745,2212,65.650,48659,83.4,1947.0,1118
2017.07,경기,1.04,62.9,99.575,20488,75.050,360230,91.0,1975.2,11754
2017.07,경남,1.17,61.1,93.920,6014,70.150,110218,90.8,1939.2,3033
2017.07,경북,1.21,63.4,86.425,3608,67.500,90114,90.7,1950.0,2020
2017.07,광주,1.01,59.8,96.580,3479,69.050,41278,94.2,1965.0,1218
2017.07,대구,1.03,59.6,95.405,3858,73.850,70970,94.2,1980.0,1434
2017.07,대전,1.01,59.2,95.975,2224,73.250,41632,93.0,1936.8,1456
2017.07,부산,0.94,56.7,94.555,4707,71.650,125702,93.0,1993.8,1906
2017.07,서울,0.80,61.0,95.590,14134,78.750,264938,91.0,1962.0,6117
2017.07,울산,1.20,60.1,97.815,2576,71.350,35086,96.1,1882.8,874
2017.07,인천,1.01,62.2,96.220,3644,70.300,88614,90.2,1978.2,2164
2017.07,전남,1.28,62.5,80.935,2744,59.250,70752,84.5,1989.0,1223
2017.07,전북,1.10,59.4,86.185,3954,65.050,65656,89.8,1952.4,1447
2017.07,제주,1.26,71.9,102.970,1006,67.350,19554,87.8,2044.8,520
2017.07,충남,1.23,63.8,90.885,2922,64.150,72146,90.6,1923.6,1936
2017.07,충북,1.20,63.6,89.340,2274,66.200,53064,89.5,1950.6,1172
2017.08,강원,1.09,64.0,83.446,2210,65.675,48712,83.5,1951.7,1112
2017.08,경기,1.03,62.5,99.312,20537,75.225,361367,91.1,1979.6,11742
2017.08,경남,1.17,60.9,93.490,6008,70.175,110151,90.8,1942.8,3024
2017.08,경북,1.20,63.0,86.129,3597,67.533,90136,90.9,1952.4,2012
2017.08,광주,1.01,59.4,96.205,3466,69.108,41274,94.2,1968.7,1214
2017.08,대구,1.02,58.4,95.146,3865,73.825,71146,94.4,1983.6,1430
2017.08,대전,1.00,58.5,95.564,2223,73.342,41636,93.1,1939.6,1447
2017.08,부산,0.93,56.4,94.286,4700,71.425,125884,93.0,1996.1,1903
2017.08,서울,0.79,60.6,95.260,14125,78.942,265204,91.0,1966.8,6099
2017.08,울산,1.19,59.5,97.427,2578,71.675,35044,96.0,1887.8,873
2017.08,인천,1.01,61.2,95.792,3653,70.683,88935,90.5,1981.9,2160
2017.08,전남,1.28,62.6,80.644,2735,59.625,70768,84.6,1991.3,1220
2017.08,전북,1.09,58.8,85.828,3952,65.125,65707,89.9,1956.0,1439
2017.08,제주,1.26,70.7,102.840,1007,67.525,19599,88.0,2046.8,519
2017.08,충남,1.22,63.7,90.612,2928,64.075,72266,90.9,1929.0,1932
2017.08,충북,1.20,63.7,89.118,2269,66.733,53069,89.7,1955.9,1169
2017.09,강원,1.09,63.0,83.147,2208,65.700,48765,83.5,1956.4,1107
2017.09,경기,1.02,62.8,99.050,20586,75.400,362505,91.2,1984.0,11730
2017.09,경남,1.16,61.3,93.060,6001,70.200,110083,90.8,1946.4,3016
2017.09,경북,1.20,63.3,85.833,3586,67.567,90158,91.2,1954.8,2005
2017.09,광주,1.00,58.7,95.830,3453,69.167,41269,94.3,1972.4,1210
2017.09,대구,1.01,58.7,94.887,3872,73.800,71321,94.5,1987.2,1425
2017.09,대전,0.99,58.7,95.153,2223,73.433,41640,93.3,1942.4,1439
2017.09,부산,0.92,56.2,94.017,4693,71.200,126066,93.0,1998.4,1901
2017.09,서울,0.79,60.4,94.930,14116,79.133,265470,91.1,1971.6,6081
2017.09,울산,1.17,59.5,97.040,2579,72.000,35001,95.8,1892.8,872
2017.09,인천,1.01,61.9,95.363,3663,71.067,89257,90.7,1985.6,2156
2017.09,전남,1.27,63.5,80.353,2726,60.000,70785,84.7,1993.6,1217
2017.09,전북,1.08,59.7,85.470,3949,65.200,65758,89.9,1959.6,1430
2017.09,제주,1.25,70.6,102.710,1009,67.700,19644,88.2,2048.8,518
2017.09,충남,1.22,64.4,90.340,2935,64.000,72386,91.1,1934.4,1929
2017.09,충북,1.19,65.3,88.897,2265,67.267,53073,90.0,1961.2,1167
2017.10,강원,1.08,63.2,82.847,2206,65.725,48818,83.5,1961.1,1102
2017.10,경기,1.02,62.7,98.787,20634,75.575,363643,91.3,1988.4,11718
2017.10,경남,1.15,61.5,92.630,5995,70.225,110016,90.8,1950.0,3008
2017.10,경북,1.19,63.4,85.538,3574,67.600,90180,91.5,1957.2,1998
2017.10,광주,0.99,59.3,95.455,3440,69.225,41264,94.3,1976.1,1206
2017.10,대구,1.01,58.0,94.627,3880,73.775,71496,94.6,1990.8,1420
2017.10,대전,0.98,58.9,94.743,2223,73.525,41644,93.5,1945.2,1431
2017.10,부산,0.92,56.3,93.748,4686,70.975,126248,92.9,2000.7,1898
2017.10,서울,0.78,60.4,94.600,14107,79.325,265736,91.2,1976.4,6062
2017.10,울산,1.16,59.9,96.653,2581,72.325,34958,95.7,1897.8,871
2017.10,인천,1.01,62.6,94.935,3673,71.450,89579,90.9,1989.3,2152
2017.10,전남,1.26,63.6,80.062,2718,60.375,70802,84.9,1995.9,1214
2017.10,전북,1.07,59.5,85.113,3946,65.275,65810,90.0,1963.2,1422
2017.10,제주,1.24,70.2,102.580,1011,67.875,19690,88.3,2050.8,516
2017.10,충남,1.21,64.1,90.067,2942,63.925,72507,91.4,1939.8,1926
2017.10,충북,1.19,64.6,88.675,2261,67.800,53077,90.3,1966.5,1164
2017.11,강원,1.08,62.4,82.548,2204,65.750,48870,83.6,1965.8,1096
2017.11,경기,1.01,62.9,98.525,20683,75.750,364781,91.5,1992.8,11706
2017.11,경남,1.14,61.1,92.200,5989,70.250,109949,90.8,1953.6,2999
2017.11,경북,1.18,62.9,85.242,3563,67.633,90202,91.8,1959.6,1990
2017.11,광주,0.99,59.2,95.080,3428,69.283,41260,94.4,1979.8,1202
2017.11,대구,1.00,58.6,94.368,3887,73.750,71671,94.7,1994.4,1415
2017.11,대전,0.97,59.5,94.332,2223,73.617,41647,93.7,1948.0,1422
2017.11,부산,0.91,56.1,93.478,4680,70.750,126430,92.9,2003.0,1896
2017.11,서울,0.77,60.3,94.270,14098,79.517,266002,91.2,1981.2,6044
2017.11,울산,1.15,60.1,96.265,2583,72.650,34916,95.5,1902.8,870
2017.11,인천,1.01,62.1,94.507,3682,71.833,89900,91.1,1993.0,2148
2017.11,전남,1.25,63.5,79.772,2709,60.750,70819,85.0,1998.2,1211
2017.11,전북,1.06,59.4,84.755,3944,65.350,65861,90.1,1966.8,1414
2017.11,제주,1.23,71.8,102.450,1013,68.050,19735,88.5,2052.8,515
2017.11,충남,1.20,63.9,89.795,2948,63.850,72627,91.7,1945.2,1922
2017.11,충북,1.18,63.6,88.453,2257,68.333,53081,90.5,1971.8,1162
2017.12,강원,1.07,57.3,82.249,2202,65.775,48923,83.7,1970.5,1091
2017.12,경기,1.01,62.1,98.263,20732,75.925,365919,91.6,1997.2,11694
2017.12,경남,1.13,60.8,91.770,5982,70.275,109881,90.7,1957.2,2990
2017.12,경북,1.17,60.8,84.946,3551,67.667,90224,92.0,1962.0,1983
2017.12,광주,0.98,59.6,94.705,3415,69.342,41256,94.5,1983.5,1199
2017.12,대구,0.99,58.2,94.109,3894,73.725,71846,94.8,1998.0,1410
2017.12,대전,0.96,59.0,93.921,2223,73.708,41651,93.9,1950.8,1414
2017.12,부산,0.91,56.1,93.209,4673,70.525,126613,92.8,2005.3,1893
2017.12,서울,0.77,59.9,93.940,14089,79.708,266267,91.3,1986.0,6026
2017.12,울산,1.14,60.6,95.877,2584,72.975,34874,95.3,1907.8,869
2017.12,인천,1.01,61.7,94.078,3692,72.217,90222,91.3,1996.7,2145
2017.12,전남,1.25,61.8,79.481,2700,61.125,70836,85.2,2000.5,1208
2017.12,전북,1.05,56.6,84.398,3941,65.425,65913,90.1,1970.4,1405
2017.12,제주,1.23,70.7,102.320,1015,68.225,19781,88.7,2054.8,514
2017.12,충남,1.19,61.5,89.522,2954,63.775,72748,91.9,1950.6,1919
2017.12,충북,1.18,61.0,88.232,2253,68.867,53085,90.8,1977.1,1159
2018.01,강원,1.07,54.0,81.950,2200,65.800,48976,83.7,1975.2,1086
2018.01,경기,1.00,61.4,98.000,20781,76.100,367057,91.7,2001.6,11682
2018.01,경남,1.12,59.5,91.340,5976,70.300,109814,90.7,1960.8,2982
2018.01,경북,1.17,59.3,84.650,3540,67.700,90246,92.3,1964.4,1976
2018.01,광주,0.97,58.5,94.330,3402,69.400,41251,94.5,1987.2,1195
2018.01,대구,0.99,56.6,93.850,3901,73.700,72021,94.9,2001.6,1405
2018.01,대전,0.95,58.1,93.510,2223,73.800,41655,94.1,1953.6,1406
2018.01,부산,0.90,55.3,92.940,4666,70.300,126795,92.8,2007.6,1891
2018.01,서울,0.76,59.8,93.610,14080,79.900,266533,91.4,1990.8,6008
2018.01,울산,1.13,59.6,95.490,2586,73.300,34831,95.2,1912.8,868
2018.01,인천,1.01,61.6,93.650,3702,72.600,90544,91.5,2000.4,2141
2018.01,전남,1.24,60.2,79.190,2691,61.500,70853,85.3,2002.8,1205
2018.01,전북,1.04,55.4,84.040,3938,65.500,65964,90.2,1974.0,1397
2018.01,제주,1.22,68.8,102.190,1017,68.400,19826,88.9,2056.8,513
2018.01,충남,1.19,59.5,89.250,2961,63.700,72868,92.2,1956.0,1916
2018.01,충북,1.17,59.5,88.010,2249,69.400,53089,91.1,1982.4,1157
2018.02,강원,1.07,54.3,81.653,2198,65.792,49231,83.8,1979.7,1082
2018.02,경기,1.00,60.7,97.743,20811,76.283,369202,91.7,2007.9,11651
2018.02,경남,1.12,59.5,91.078,5976,70.442,110101,90.5,1966.9,2965
2018.02,경북,1.16,58.7,84.318,3540,67.867,90505,92.5,1969.3,1965
2018.02,광주,0.97,58.9,94.072,3408,69.758,41412,94.2,1993.1,1189
2018.02,대구,0.98,56.6,93.596,3905,73.850,72315,95.2,2007.4,1398
2018.02,대전,0.95,58.6,93.103,2221,73.858,41851,94.2,1959.7,1396
2018.02,부산,0.89,54.9,92.678,4676,70.767,127208,92.8,2012.9,1887
2018.02,서울,0.76,59.3,93.291,14077,79.908,267994,91.5,1996.4,5982
2018.02,울산,1.13,59.5,95.095,2582,73.275,34927,95.1,1921.3,866
2018.02,인천,1.00,61.9,93.422,3706,72.808,90849,91.6,2006.2,2133
2018.02,전남,1.24,59.7,78.907,2692,61.450,71167,85.2,2007.7,1200
2018.02,전북,1.04,56.1,83.664,3932,65.733,66194,89.8,1980.1,1388
2018.02,제주,1.21,67.3,101.907,1018,68.708,19887,88.9,2057.0,512
2018.02,충남,1.18,58.9,89.047,2958,64.175,73162,92.5,1962.6,1907
2018.02,충북,1.16,59.3,87.803,2247,69.367,53330,91.5,1986.3,1155
2018.03,강원,1.07,60.0,81.357,2197,65.783,49486,83.9,1984.2,1078
2018.03,경기,0.99,61.8,97.485,20842,76.467,371346,91.6,2014.2,11619
2018.03,경남,1.11,60.3,90.815,5975,70.583,110388,90.4,1973.0,2948
2018.03,경북,1.15,60.6,83.987,3540,68.033,90765,92.7,1974.2,1954
2018.03,광주,0.96,59.2,93.815,3414,70.117,41574,94.0,1999.0,1183
2018.03,대구,0.98,56.9,93.342,3909,74.000,72609,95.5,2013.2,1391
2018.03,대전,0.94,59.3,92.695,2219,73.917,42047,94.2,1965.8,1386
2018.03,부산,0.89,55.6,92.417,4687,71.233,127622,92.8,2018.2,1884
2018.03,서울,0.75,59.6,92.972,14074,79.917,269456,91.5,2002.0,5956
2018.03,울산,1.12,59.1,94.700,2578,73.250,35022,95.0,1929.8,864
2018.03,인천,0.99,62.8,93.193,3710,73.017,91154,91.8,2012.0,2126
2018.03,전남,1.24,61.1,78.625,2693,61.400,71482,85.1,2012.6,1195
2018.03,전북,1.03,57.4,83.288,3926,65.967,66423,89.3,1986.2,1379
2018.03,제주,1.21,68.6,101.623,1018,69.017,19949,88.9,2057.2,512
2018.03,충남,1.17,61.2,88.843,2955,64.650,73456,92.8,1969.2,1899
2018.03,충북,1.15,62.1,87.595,2246,69.333,53572,91.8,1990.2,1152
2018.04,강원,1.07,61.9,81.060,2196,65.775,49741,84.0,1988.7,1074
2018.04,경기,0.99,62.3,97.227,20872,76.650,373491,91.5,2020.5,11588
2018.04,경남,1.10,61.0,90.553,5975,70.725,110676,90.2,1979.1,2931
2018.04,경북,1.15,62.1,83.655,3540,68.200,91024,92.8,1979.1,1943
2018.04,광주,0.96,59.9,93.558,3420,70.475,41736,93.8,2004.9,1177
2018.04,대구,0.97,58.1,93.087,3913,74.150,72903,95.7,2019.0,1384
2018.04,대전,0.93,58.8,92.288,2218,73.975,42244,94.2,1971.9,1376
2018.04,부산,0.88,55.5,92.155,4697,71.700,128035,92.8,2023.5,1880
2018.04,서울,0.75,59.7,92.653,14071,79.925,270917,91.6,2007.6,5930
2018.04,울산,1.12,58.6,94.305,2574,73.225,35118,94.8,1938.3,862
2018.04,인천,0.99,62.5,92.965,3713,73.225,91459,91.9,2017.8,2118
2018.04,전남,1.24,62.9,78.343,2694,61.350,71796,85.0,2017.5,1190
2018.04,전북,1.03,58.7,82.913,3920,66.200,66653,88.9,1992.3,1370
2018.04,제주,1.20,68.5,101.340,1019,69.325,20010,88.9,2057.4,511
2018.04,충남,1.17,63.9,88.640,2952,65.125,73750,93.1,1975.8,1890
2018.04,충북,1.14,64.3,87.388,2244,69.300,53813,92.2,1994.1,1150
2018.05,강원,1.07,62.8,80.763,2194,65.767,49996,84.1,1993.2,1069
2018.05,경기,0.98,62.7,96.970,20902,76.833,375636,91.5,2026.8,11556
2018.05,경남,1.10,62.3,90.290,5975,70.867,110963,90.0,1985.2,2914
2018.05,경북,1.14,62.3,83.323,3541,68.367,91284,93.0,1984.0,1932
2018.05,광주,0.95,59.7,93.300,3425,70.833,41897,93.5,2010.8,1171
2018.05,대구,0.97,58.7,92.833,3917,74.300,73197,96.0,2024.8,1377
2018.05,대전,0.93,59.0,91.880,2216,74.033,42440,94.3,1978.0,1367
2018.05,부산,0.88,55.7,91.893,4707,72.167,128448,92.8,2028.8,1877
2018.05,서울,0.75,59.7,92.333,14068,79.933,272378,91.7,2013.2,5905
2018.05,울산,1.12,59.7,93.910,2571,73.200,35213,94.7,1946.8,859
2018.05,인천,0.98,63.5,92.737,3717,73.433,91764,92.1,2023.6,2110
2018.05,전남,1.24,63.2,78.060,2695,61.300,72111,85.0,2022.4,1186
2018.05,전북,1.02,59.3,82.537,3914,66.433,66883,88.5,1998.4,1361
2018.05,제주,1.20,68.6,101.057,1020,69.633,20072,88.9,2057.6,510
2018.05,충남,1.16,64.9,88.437,2948,65.600,74044,93.4,1982.4,1881
2018.05,충북,1.13,64.4,87.180,2243,69.267,54055,92.6,1998.0,1148
2018.06,강원,1.07,63.0,80.467,2192,65.758,50251,84.2,1997.7,1065
2018.06,경기,0.98,62.5,96.713,20933,77.017,377780,91.5,2033.1,11525
2018.06,경남,1.09,62.8,90.028,5974,71.008,111250,89.9,1991.3,2897
2018.06,경북,1.13,62.4,82.992,3541,68.533,91543,93.2,1988.9,1921
2018.06,광주,0.95,59.2,93.042,3431,71.192,42058,93.2,2016.7,1165
2018.06,대구,0.96,59.0,92.579,3921,74.450,73491,96.3,2030.6,1370
2018.06,대전,0.92,58.5,91.473,2214,74.092,42636,94.3,1984.1,1357
2018.06,부산,0.87,56.3,91.632,4718,72.633,128861,92.8,2034.1,1873
2018.06,서울,0.74,60.1,92.014,14065,79.942,273839,91.7,2018.8,5879
2018.06,울산,1.11,59.4,93.515,2567,73.175,35309,94.6,1955.3,857
2018.06,인천,0.98,63.8,92.508,3721,73.642,92069,92.2,2029.4,2103
2018.06,전남,1.24,62.9,77.778,2696,61.250,72425,84.9,2027.3,1181
2018.06,전북,1.01,59.2,82.161,3908,66.667,67112,88.1,2004.5,1352
2018.06,제주,1.19,68.4,100.773,1021,69.942,20133,88.9,2057.8,509
2018.06,충남,1.16,64.6,88.233,2945,66.075,74338,93.7,1989.0,1873
2018.06,충북,1.12,65.8,86.972,2241,69.233,54296,93.0,2001.9,1146
2018.07,강원,1.07,62.7,80.170,2191,65.750,50506,84.3,2002.2,1061
2018.07,경기,0.97,62.4,96.455,20963,77.200,379925,91.4,2039.4,11494
2018.07,경남,1.08,62.6,89.765,5974,71.150,111537,89.7,1997.4,2880
2018.07,경북,1.13,62.2,82.660,3541,68.700,91802,93.3,1993.8,1910
2018.07,광주,0.94,59.3,92.785,3437,71.550,42220,93.0,2022.6,1158
2018.07,대구,0.96,59.3,92.325,3924,74.600,73784,96.5,2036.4,1364
2018.07,대전,0.92,58.8,91.065,2212,74.150,42832,94.4,1990.2,1347
2018.07,부산,0.86,55.6,91.370,4728,73.100,129274,92.8,2039.4,1870
2018.07,서울,0.74,59.9,91.695,14062,79.950,275300,91.8,2024.4,5853
2018.07,울산,1.11,58.4,93.120,2563,73.150,35404,94.5,1963.8,855
2018.07,인천,0.97,63.6,92.280,3724,73.850,92374,92.3,2035.2,2095
2018.07,전남,1.24,62.7,77.495,2697,61.200,72740,84.8,2032.2,1176
2018.07,전북,1.01,59.1,81.785,3902,66.900,67342,87.7,2010.6,1342
2018.07,제주,1.18,68.2,100.490,1022,70.250,20194,88.8,2058.0,508
2018.07,충남,1.15,65.8,88.030,2942,66.550,74632,94.0,1995.6,1864
2018.07,충북,1.11,65.1,86.765,2240,69.200,54538,93.3,2005.8,1144
2018.08,강원,1.08,63.1,79.873,2190,65.742,50760,84.4,2006.7,1057
2018.08,경기,0.97,62.0,96.197,20993,77.383,382070,91.3,2045.7,11462
2018.08,경남,1.08,61.4,89.502,5974,71.292,111824,89.5,2003.5,2862
2018.08,경북,1.12,62.2,82.328,3541,68.867,92062,93.5,1998.7,1899
2018.08,광주,0.94,59.3,92.528,3443,71.908,42382,92.8,2028.5,1152
2018.08,대구,0.95,58.6,92.071,3928,74.750,74078,96.8,2042.2,1357
2018.08,대전,0.91,58.0,90.657,2210,74.208,43028,94.5,1996.3,1337
2018.08,부산,0.86,55.1,91.108,4738,73.567,129688,92.8,2044.7,1866
2018.08,서울,0.74,59.5,91.376,14059,79.958,276762,91.9,2030.0,5827
2018.08,울산,1.10,59.0,92.725,2559,73.125,35500,94.3,1972.3,853
2018.08,인천,0.97,62.7,92.052,3728,74.058,92680,92.5,2041.0,2087
2018.08,전남,1.24,62.5,77.212,2698,61.150,73054,84.7,2037.1,1171
2018.08,전북,1.00,58.4,81.409,3895,67.133,67572,87.2,2016.7,1333
2018.08,제주,1.18,68.1,100.207,1022,70.558,20256,88.8,2058.2,508
2018.08,충남,1.14,65.5,87.827,2939,67.025,74927,94.3,2002.2,1855
2018.08,충북,1.10,64.6,86.558,2238,69.167,54779,93.7,2009.7,1141
2018.09,강원,1.08,63.3,79.577,2188,65.733,51015,84.5,2011.2,1053
2018.09,경기,0.96,62.4,95.940,21024,77.567,384214,91.3,2052.0,11431
2018.09,경남,1.07,62.4,89.240,5973,71.433,112111,89.4,2009.6,2845
2018.09,경북,1.11,62.5,81.997,3541,69.033,92321,93.7,2003.6,1888
2018.09,광주,0.93,60.0,92.270,3449,72.267,42543,92.5,2034.4,1146
2018.09,대구,0.95,58.6,91.817,3932,74.900,74372,97.1,2048.0,1350
2018.09,대전,0.91,59.0,90.250,2208,74.267,43224,94.5,2002.4,1327
2018.09,부산,0.85,55.4,90.847,4749,74.033,130101,92.8,2050.0,1862
2018.09,서울,0.73,59.3,91.057,14056,79.967,278223,91.9,2035.6,5801
2018.09,울산,1.10,58.5,92.330,2555,73.100,35596,94.2,1980.8,851
2018.09,인천,0.96,62.9,91.823,3732,74.267,92985,92.6,2046.8,2080
2018.09,전남,1.24,63.3,76.930,2699,61.100,73368,84.6,2042.0,1166
2018.09,전북,1.00,59.3,81.033,3889,67.367,67801,86.8,2022.8,1324
2018.09,제주,1.17,68.2,99.923,1023,70.867,20317,88.8,2058.4,507
2018.09,충남,1.14,65.9,87.623,2936,67.500,75221,94.6,2008.8,1847
2018.09,충북,1.09,64.2,86.350,2236,69.133,55020,94.1,2013.6,1139
2018.10,강원,1.08,63.0,79.280,2186,65.725,51270,84.6,2015.7,1048
2018.10,경기,0.96,62.0,95.683,21054,77.750,386359,91.2,2058.3,11399
2018.10,경남,1.06,61.9,88.977,5973,71.575,112398,89.2,2015.7,2828
2018.10,경북,1.11,63.1,81.665,3542,69.200,92581,93.9,2008.5,1877
2018.10,광주,0.93,59.7,92.012,3454,72.625,42704,92.2,2040.3,1140
2018.10,대구,0.95,59.1,91.562,3936,75.050,74666,97.4,2053.8,1343
2018.10,대전,0.90,59.0,89.843,2206,74.325,43420,94.5,2008.5,1318
2018.10,부산,0.84,56.5,90.585,4759,74.500,130514,92.8,2055.3,1859
2018.10,서울,0.73,59.4,90.737,14053,79.975,279684,92.0,2041.2,5776
2018.10,울산,1.10,59.3,91.935,2552,73.075,35691,94.1,1989.3,848
2018.10,인천,0.96,63.0,91.595,3736,74.475,93290,92.8,2052.6,2072
2018.10,전남,1.24,63.8,76.647,2700,61.050,73683,84.5,2046.9,1162
2018.10,전북,0.99,59.5,80.657,3883,67.600,68031,86.4,2028.9,1315
2018.10,제주,1.16,68.3,99.640,1024,71.175,20379,88.8,2058.6,506
2018.10,충남,1.13,65.4,87.420,2932,67.975,75515,94.9,2015.4,1838
2018.10,충북,1.08,64.2,86.142,2235,69.100,55262,94.5,2017.5,1137
2018.11,강원,1.08,62.9,78.983,2185,65.717,51525,84.7,2020.2,1044
2018.11,경기,0.95,62.3,95.425,21084,77.933,388504,91.2,2064.6,11368
2018.11,경남,1.06,61.9,88.715,5973,71.717,112686,89.0,2021.8,2811
2018.11,경북,1.10,63.2,81.333,3542,69.367,92840,94.0,2013.4,1866
2018.11,광주,0.92,59.9,91.755,3460,72.983,42866,92.0,2046.2,1134
2018.11,대구,0.94,58.8,91.308,3940,75.200,74960,97.7,2059.6,1336
2018.11,대전,0.89,58.9,89.435,2205,74.383,43617,94.6,2014.6,1308
2018.11,부산,0.84,56.7,90.323,4769,74.967,130928,92.8,2060.6,1855
2018.11,서울,0.72,59.9,90.418,14050,79.983,281146,92.1,2046.8,5750
2018.11,울산,1.09,58.8,91.540,2548,73.050,35787,94.0,1997.8,846
2018.11,인천,0.95,63.3,91.367,3740,74.683,93595,92.9,2058.4,2064
2018.11,전남,1.23,63.7,76.365,2701,61.000,73997,84.5,2051.8,1157
2018.11,전북,0.98,59.3,80.282,3877,67.833,68261,86.0,2035.0,1306
2018.11,제주,1.16,69.6,99.357,1024,71.483,20440,88.8,2058.8,506
2018.11,충남,1.12,65.5,87.217,2929,68.450,75809,95.2,2022.0,1829
2018.11,충북,1.07,64.5,85.935,2233,69.067,55503,94.8,2021.4,1134
2018.12,강원,1.08,57.2,78.687,2184,65.708,51780,84.8,2024.7,1040
