시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간,어린이집
2013.09,인천,1.21,62.1,107.663,3177,65.700,82555,82.4,2134.4,2293
2013.09,전남,1.50,63.4,90.537,2831,58.667,71496,71.4,2106.4,1235
2013.09,전북,1.33,60.1,95.257,3970,59.567,63826,74.8,2083.6,1652
2013.09,제주,1.46,66.5,109.500,992,63.667,16698,82.8,2154.4,601
2013.09,충남,1.43,64.6,100.570,2716,60.967,68468,76.1,2062.4,2063
2013.09,충북,1.36,61.5,100.120,2355,61.300,51299,77.2,2095.2,1223
2013.10,강원,1.25,58.1,94.703,2271,61.150,47119,72.6,2114.4,1259
2013.10,경기,1.24,61.5,110.672,18089,72.600,329603,84.8,2109.9,13285
2013.10,경남,1.40,61.0,103.988,5829,67.150,108324,82.7,2092.8,3556
2013.10,경북,1.40,63.7,95.983,3780,64.450,86814,84.8,2073.3,2227
2013.10,광주,1.19,58.0,109.517,3465,68.975,42030,86.8,2087.4,1258
2013.10,대구,1.16,58.1,107.665,3648,70.700,68751,90.2,2143.5,1588
2013.10,대전,1.25,58.4,107.333,2104,71.050,40555,84.8,2112.0,1694
2013.10,부산,1.08,55.9,103.972,4556,66.175,120660,83.9,2142.3,1942
2013.10,서울,0.98,60.6,108.435,13604,74.550,260255,85.5,2097.3,6776
2013.10,울산,1.43,58.9,108.852,2339,67.525,34068,91.9,2035.5,943
2013.10,인천,1.21,62.2,107.255,3175,65.750,82620,82.5,2135.7,2297
2013.10,전남,1.50,63.9,90.302,2836,58.625,71436,71.8,2107.2,1237
2013.10,전북,1.33,60.2,95.135,3975,59.525,63850,75.0,2083.5,1652
2013.10,제주,1.47,67.3,109.237,994,63.575,16727,83.0,2154.6,600
2013.10,충남,1.43,64.1,100.347,2720,61.000,68412,75.6,2063.1,2060
2013.10,충북,1.36,62.4,99.875,2354,61.150,51296,76.7,2095.5,1225
2013.11,강원,1.25,57.4,94.502,2265,61.067,47136,72.2,2112.4,1258
2013.11,경기,1.24,61.5,110.172,18084,72.667,329692,84.8,2109.0,13276
2013.11,경남,1.40,61.4,103.782,5848,67.133,108335,82.7,2094.0,3548
2013.11,경북,1.40,63.6,95.705,3801,64.467,86743,85.7,2074.2,2222
2013.11,광주,1.19,58.3,109.035,3476,68.883,42025,87.2,2088.0,1258
2013.11,대구,1.16,58.5,107.113,3649,70.567,68716,90.9,2141.8,1588
2013.11,대전,1.25,58.6,106.992,2098,70.867,40550,84.5,2109.6,1695
2013.11,부산,1.08,56.4,103.498,4547,66.050,120712,83.9,2141.8,1947
2013.11,서울,0.98,60.7,108.050,13627,74.500,260190,85.7,2096.6,6780
2013.11,울산,1.43,58.4,108.475,2343,67.550,34061,92.2,2037.4,944
2013.11,인천,1.21,61.3,106.847,3172,65.800,82685,82.5,2137.0,2300
2013.11,전남,1.50,62.7,90.068,2842,58.583,71375,72.2,2108.0,1239
2013.11,전북,1.33,59.6,95.013,3980,59.483,63875,75.2,2083.4,1653
2013.11,제주,1.47,67.1,108.975,996,63.483,16756,83.3,2154.8,600
2013.11,충남,1.42,63.9,100.125,2724,61.033,68355,75.0,2063.8,2058
2013.11,충북,1.36,62.1,99.630,2352,61.000,51293,76.3,2095.8,1226
2013.12,강원,1.25,51.1,94.301,2259,60.983,47153,71.9,2110.4,1258
2013.12,경기,1.24,60.1,109.671,18079,72.733,329780,84.8,2108.1,13268
2013.12,경남,1.41,59.7,103.576,5866,67.117,108346,82.8,2095.2,3541
2013.12,경북,1.41,59.8,95.428,3821,64.483,86671,86.6,2075.1,2217
2013.12,광주,1.20,58.4,108.552,3486,68.792,42019,87.7,2088.6,1259
2013.12,대구,1.17,58.4,106.562,3650,70.433,68680,91.5,2140.1,1588
2013.12,대전,1.25,57.9,106.651,2092,70.683,40544,84.1,2107.2,1696
2013.12,부산,1.09,55.6,103.024,4538,65.925,120765,83.8,2141.3,1952
2013.12,서울,0.98,60.8,107.665,13649,74.450,260124,86.0,2095.9,6783
2013.12,울산,1.43,58.2,108.097,2347,67.575,34055,92.4,2039.3,945
2013.12,인천,1.21,61.0,106.438,3170,65.850,82750,82.6,2138.3,2304
2013.12,전남,1.50,61.4,89.834,2848,58.542,71315,72.6,2108.8,1240
2013.12,전북,1.33,56.1,94.892,3984,59.442,63900,75.3,2083.3,1653
2013.12,제주,1.48,68.2,108.713,997,63.392,16786,83.5,2155.0,599
2013.12,충남,1.42,60.2,99.903,2728,61.067,68299,74.5,2064.5,2056
2013.12,충북,1.36,57.9,99.385,2351,60.850,51290,75.8,2096.1,1228
2014.01,강원,1.25,50.4,94.100,2253,60.900,47170,71.5,2108.4,1257
2014.01,경기,1.24,60.0,109.170,18074,72.800,329869,84.9,2107.2,13259
2014.01,경남,1.41,59.9,103.370,5885,67.100,108357,82.9,2096.4,3533
2014.01,경북,1.41,59.9,95.150,3842,64.500,86600,87.5,2076.0,2212
2014.01,광주,1.20,58.0,108.070,3497,68.700,42013,88.1,2089.2,1260
2014.01,대구,1.17,58.0,106.010,3651,70.300,68644,92.1,2138.4,1588
2014.01,대전,1.25,57.3,106.310,2086,70.500,40539,83.8,2104.8,1698
2014.01,부산,1.09,55.4,102.550,4529,65.800,120817,83.8,2140.8,1957
2014.01,서울,0.98,60.1,107.280,13671,74.400,260058,86.2,2095.2,6787
2014.01,울산,1.44,58.6,107.720,2351,67.600,34048,92.7,2041.2,946
2014.01,인천,1.21,60.1,106.030,3167,65.900,82815,82.6,2139.6,2308
2014.01,전남,1.50,59.5,89.600,2853,58.500,71254,73.0,2109.6,1242
2014.01,전북,1.33,54.6,94.770,3989,59.400,63924,75.5,2083.2,1654
2014.01,제주,1.48,67.5,108.450,999,63.300,16815,83.8,2155.2,599
2014.01,충남,1.42,58.4,99.680,2732,61.100,68243,74.0,2065.2,2053
2014.01,충북,1.36,56.6,99.140,2350,60.700,51287,75.4,2096.4,1229
2014.02,강원,1.25,50.6,93.925,2247,61.008,47165,71.7,2106.7,1254
2014.02,경기,1.24,60.0,109.023,18243,72.758,329862,85.0,2107.7,13212
2014.02,경남,1.41,60.0,103.214,5890,67.083,108449,83.2,2094.8,3518
2014.02,경북,1.41,60.3,94.943,3814,64.500,86654,87.4,2074.3,2205
2014.02,광주,1.20,57.6,107.897,3500,68.708,41980,88.3,2087.5,1260
2014.02,대구,1.17,57.8,105.685,3650,70.383,68624,92.0,2137.0,1584
2014.02,대전,1.25,57.0,106.098,2096,70.475,40452,83.9,2105.6,1696
2014.02,부산,1.09,55.1,102.378,4543,65.967,120685,84.1,2139.8,1958
2014.02,서울,0.98,60.3,107.007,13698,74.392,259632,86.2,2095.6,6771
2014.02,울산,1.44,58.9,107.465,2362,67.767,34062,93.0,2040.4,945
2014.02,인천,1.21,60.1,105.790,3170,65.900,82839,82.9,2138.1,2306
2014.02,전남,1.50,59.7,89.381,2843,58.592,71212,73.2,2110.3,1242
2014.02,전북,1.33,54.5,94.636,3988,59.500,63888,75.7,2082.7,1651
2014.02,제주,1.48,66.9,108.343,1000,63.375,16864,84.0,2155.0,597
2014.02,충남,1.43,58.5,99.612,2734,61.108,68296,74.2,2065.2,2048
2014.02,충북,1.37,58.5,98.875,2349,60.775,51221,75.6,2095.7,1229
2014.03,강원,1.26,54.1,93.750,2242,61.117,47160,71.9,2105.0,1252
2014.03,경기,1.25,60.4,108.877,18413,72.717,329856,85.1,2108.2,13164
2014.03,경남,1.41,60.2,103.058,5895,67.067,108541,83.4,2093.2,3502
2014.03,경북,1.42,62.7,94.737,3786,64.500,86709,87.3,2072.6,2198
2014.03,광주,1.20,58.3,107.723,3503,68.717,41946,88.4,2085.8,1261
2014.03,대구,1.18,58.1,105.360,3649,70.467,68604,91.9,2135.6,1580
2014.03,대전,1.25,58.0,105.887,2107,70.450,40366,84.0,2106.4,1693
2014.03,부산,1.10,55.3,102.207,4557,66.133,120552,84.4,2138.8,1959
2014.03,서울,0.99,60.3,106.733,13724,74.383,259206,86.3,2096.0,6756
2014.03,울산,1.45,58.4,107.210,2372,67.933,34075,93.2,2039.6,944
2014.03,인천,1.21,60.9,105.550,3174,65.900,82863,83.1,2136.6,2303
2014.03,전남,1.51,61.0,89.162,2834,58.683,71171,73.4,2111.0,1241
2014.03,전북,1.33,56.3,94.502,3987,59.600,63852,76.0,2082.2,1649
2014.03,제주,1.48,67.6,108.235,1000,63.450,16912,84.2,2154.8,595
2014.03,충남,1.43,61.9,99.543,2736,61.117,68350,74.3,2065.2,2042
2014.03,충북,1.37,59.8,98.610,2348,60.850,51156,75.8,2095.0,1229
2014.04,강원,1.26,59.2,93.575,2236,61.225,47154,72.2,2103.3,1250
2014.04,경기,1.25,61.7,108.730,18582,72.675,329849,85.2,2108.7,13116
2014.04,경남,1.42,60.8,102.903,5900,67.050,108633,83.7,2091.6,3487
2014.04,경북,1.42,64.2,94.530,3758,64.500,86763,87.3,2070.9,2192
2014.04,광주,1.20,59.2,107.550,3506,68.725,41913,88.6,2084.1,1261
2014.04,대구,1.18,58.6,105.035,3648,70.550,68584,91.8,2134.2,1576
2014.04,대전,1.26,58.7,105.675,2117,70.425,40279,84.2,2107.2,1691
2014.04,부산,1.10,56.5,102.035,4571,66.300,120420,84.7,2137.8,1960
2014.04,서울,0.99,60.5,106.460,13750,74.375,258780,86.3,2096.4,6740
2014.04,울산,1.45,59.3,106.955,2383,68.100,34089,93.5,2038.8,943
2014.04,인천,1.21,62.1,105.310,3178,65.900,82887,83.4,2135.1,2300
2014.04,전남,1.51,63.1,88.942,2824,58.775,71129,73.6,2111.7,1241
2014.04,전북,1.33,58.8,94.367,3986,59.700,63816,76.2,2081.7,1646
2014.04,제주,1.48,67.3,108.127,1001,63.525,16961,84.3,2154.6,593
2014.04,충남,1.44,63.5,99.475,2738,61.125,68403,74.5,2065.2,2037
2014.04,충북,1.38,62.7,98.345,2347,60.925,51090,76.0,2094.3,1229
2014.05,강원,1.27,58.9,93.400,2230,61.333,47149,72.4,2101.6,1247
2014.05,경기,1.25,61.8,108.583,18751,72.633,329842,85.3,2109.2,13069
2014.05,경남,1.42,61.0,102.747,5905,67.033,108725,83.9,2090.0,3472
2014.05,경북,1.43,64.6,94.323,3730,64.500,86818,87.2,2069.2,2185
2014.05,광주,1.20,59.9,107.377,3510,68.733,41880,88.8,2082.4,1261
2014.05,대구,1.18,58.7,104.710,3647,70.633,68563,91.8,2132.8,1572
2014.05,대전,1.26,59.0,105.463,2127,70.400,40192,84.3,2108.0,1688
2014.05,부산,1.11,57.2,101.863,4585,66.467,120288,84.9,2136.8,1962
2014.05,서울,0.99,60.4,106.187,13777,74.367,258353,86.4,2096.8,6724
2014.05,울산,1.45,58.3,106.700,2394,68.267,34103,93.7,2038.0,942
2014.05,인천,1.21,62.3,105.070,3181,65.900,82911,83.6,2133.6,2298
2014.05,전남,1.51,64.1,88.723,2814,58.867,71087,73.8,2112.4,1241
2014.05,전북,1.34,60.1,94.233,3984,59.800,63780,76.4,2081.2,1644
2014.05,제주,1.48,67.2,108.020,1001,63.600,17010,84.5,2154.4,591
2014.05,충남,1.44,63.6,99.407,2741,61.133,68456,74.7,2065.2,2031
2014.05,충북,1.38,63.9,98.080,2346,61.000,51024,76.2,2093.6,1229
2014.06,강원,1.27,59.5,93.225,2225,61.442,47144,72.6,2099.9,1244
2014.06,경기,1.25,62.2,108.437,18921,72.592,329835,85.4,2109.7,13022
2014.06,경남,1.42,60.4,102.591,5910,67.017,108817,84.2,2088.4,3456
2014.06,경북,1.43,64.6,94.117,3702,64.500,86872,87.1,2067.5,2178
2014.06,광주,1.20,59.6,107.203,3513,68.742,41847,88.9,2080.7,1262
2014.06,대구,1.19,58.9,104.385,3646,70.717,68543,91.7,2131.4,1568
2014.06,대전,1.26,59.6,105.252,2138,70.375,40105,84.4,2108.8,1686
2014.06,부산,1.11,57.4,101.692,4599,66.633,120156,85.2,2135.8,1963
2014.06,서울,0.99,60.4,105.913,13804,74.358,257927,86.4,2097.2,6708
2014.06,울산,1.46,58.3,106.445,2404,68.433,34116,94.0,2037.2,941
2014.06,인천,1.21,62.3,104.830,3184,65.900,82935,83.9,2132.1,2296
2014.06,전남,1.52,62.9,88.504,2805,58.958,71046,74.0,2113.1,1240
2014.06,전북,1.34,59.8,94.099,3983,59.900,63744,76.7,2080.7,1641
2014.06,제주,1.48,66.4,107.912,1002,63.675,17059,84.7,2154.2,589
2014.06,충남,1.45,64.3,99.338,2743,61.142,68509,74.8,2065.2,2026
2014.06,충북,1.38,64.2,97.815,2345,61.075,50959,76.4,2092.9,1229
2014.07,강원,1.28,59.6,93.050,2219,61.550,47138,72.8,2098.2,1242
2014.07,경기,1.26,62.6,108.290,19090,72.550,329828,85.5,2110.2,12974
2014.07,경남,1.42,60.3,102.435,5915,67.000,108908,84.5,2086.8,3441
2014.07,경북,1.44,64.7,93.910,3674,64.500,86926,87.0,2065.8,2171
2014.07,광주,1.20,59.7,107.030,3516,68.750,41814,89.1,2079.0,1262
2014.07,대구,1.19,59.0,104.060,3645,70.800,68523,91.6,2130.0,1564
2014.07,대전,1.26,60.2,105.040,2148,70.350,40018,84.5,2109.6,1684
2014.07,부산,1.11,58.0,101.520,4612,66.800,120024,85.5,2134.8,1964
2014.07,서울,0.99,60.6,105.640,13830,74.350,257501,86.5,2097.6,6692
2014.07,울산,1.46,58.5,106.190,2415,68.600,34130,94.2,2036.4,940
2014.07,인천,1.21,62.4,104.590,3188,65.900,82958,84.2,2130.6,2293
2014.07,전남,1.52,62.2,88.285,2795,59.050,71004,74.2,2113.8,1240
2014.07,전북,1.34,59.3,93.965,3982,60.000,63708,76.9,2080.2,1638
2014.07,제주,1.48,66.7,107.805,1002,63.750,17108,84.8,2154.0,586
2014.07,충남,1.45,64.6,99.270,2745,61.150,68562,75.0,2065.2,2020
2014.07,충북,1.39,64.4,97.550,2344,61.150,50893,76.6,2092.2,1230
2014.08,강원,1.28,59.3,92.875,2213,61.658,47133,73.0,2096.5,1240
2014.08,경기,1.26,62.4,108.143,19259,72.508,329822,85.6,2110.7,12926
2014.08,경남,1.43,60.2,102.279,5920,66.983,109000,84.7,2085.2,3426
2014.08,경북,1.44,64.3,93.703,3647,64.500,86981,87.0,2064.1,2164
2014.08,광주,1.20,59.6,106.857,3519,68.758,41780,89.3,2077.3,1262
2014.08,대구,1.20,59.4,103.735,3644,70.883,68503,91.5,2128.6,1559
2014.08,대전,1.27,59.8,104.828,2158,70.325,39932,84.7,2110.4,1681
2014.08,부산,1.12,57.9,101.348,4626,66.967,119891,85.8,2133.8,1965
2014.08,서울,0.99,60.4,105.367,13856,74.342,257075,86.5,2098.0,6677
2014.08,울산,1.47,57.9,105.935,2426,68.767,34144,94.5,2035.6,939
2014.08,인천,1.21,61.8,104.350,3192,65.900,82982,84.4,2129.1,2290
2014.08,전남,1.53,61.9,88.066,2785,59.142,70962,74.5,2114.5,1240
2014.08,전북,1.34,59.3,93.831,3981,60.100,63673,77.1,2079.7,1636
2014.08,제주,1.48,66.1,107.698,1003,63.825,17156,85.0,2153.8,584
2014.08,충남,1.46,63.3,99.202,2747,61.158,68616,75.2,2065.2,2015
2014.08,충북,1.39,63.7,97.285,2343,61.225,50827,76.8,2091.5,1230
2014.09,강원,1.29,58.9,92.700,2208,61.767,47128,73.2,2094.8,1237
2014.09,경기,1.26,62.2,107.997,19429,72.467,329815,85.7,2111.2,12879
2014.09,경남,1.43,60.3,102.123,5925,66.967,109092,85.0,2083.6,3410
2014.09,경북,1.45,64.1,93.497,3619,64.500,87035,86.9,2062.4,2157
2014.09,광주,1.20,59.1,106.683,3522,68.767,41747,89.4,2075.6,1263
2014.09,대구,1.20,59.1,103.410,3643,70.967,68483,91.4,2127.2,1555
2014.09,대전,1.27,60.1,104.617,2169,70.300,39845,84.8,2111.2,1679
2014.09,부산,1.12,57.3,101.177,4640,67.133,119759,86.1,2132.8,1966
2014.09,서울,0.99,60.5,105.093,13883,74.333,256649,86.5,2098.4,6661
2014.09,울산,1.47,57.6,105.680,2436,68.933,34157,94.8,2034.8,938
2014.09,인천,1.21,61.9,104.110,3195,65.900,83006,84.7,2127.6,2288
2014.09,전남,1.53,62.8,87.847,2776,59.233,70921,74.7,2115.2,1239
2014.09,전북,1.34,59.6,93.697,3980,60.200,63637,77.4,2079.2,1633
2014.09,제주,1.48,67.2,107.590,1004,63.900,17205,85.2,2153.6,582
2014.09,충남,1.46,64.2,99.133,2749,61.167,68669,75.3,2065.2,2010
2014.09,충북,1.40,64.0,97.020,2342,61.300,50762,77.0,2090.8,1230
2014.10,강원,1.30,59.2,92.525,2202,61.875,47123,73.5,2093.1,1234
2014.10,경기,1.26,62.4,107.850,19598,72.425,329808,85.8,2111.7,12832
2014.10,경남,1.43,59.8,101.968,5930,66.950,109184,85.2,2082.0,3395
2014.10,경북,1.45,64.4,93.290,3591,64.500,87090,86.8,2060.7,2150
2014.10,광주,1.21,58.6,106.510,3526,68.775,41714,89.6,2073.9,1263
2014.10,대구,1.20,58.8,103.085,3642,71.050,68462,91.3,2125.8,1551
2014.10,대전,1.27,60.4,104.405,2179,70.275,39758,84.9,2112.0,1676
2014.10,부산,1.13,57.2,101.005,4654,67.300,119627,86.3,2131.8,1968
2014.10,서울,1.00,60.6,104.820,13910,74.325,256222,86.6,2098.8,6645
2014.10,울산,1.47,57.7,105.425,2447,69.100,34171,95.0,2034.0,937
2014.10,인천,1.21,61.1,103.870,3198,65.900,83030,84.9,2126.1,2286
2014.10,전남,1.54,63.8,87.627,2766,59.325,70879,74.9,2115.9,1239
2014.10,전북,1.35,60.5,93.562,3978,60.300,63601,77.6,2078.7,1631
2014.10,제주,1.48,68.1,107.483,1004,63.975,17254,85.4,2153.4,580
2014.10,충남,1.47,63.8,99.065,2752,61.175,68722,75.5,2065.2,2004
2014.10,충북,1.40,63.9,96.755,2341,61.375,50696,77.2,2090.1,1230
2014.11,강원,1.30,59.1,92.350,2196,61.983,47118,73.7,2091.4,1232
2014.11,경기,1.27,62.2,107.703,19767,72.383,329802,85.9,2112.2,12784
2014.11,경남,1.43,60.5,101.812,5935,66.933,109276,85.5,2080.4,3380
2014.11,경북,1.45,63.8,93.083,3563,64.500,87144,86.8,2059.0,2144
2014.11,광주,1.21,58.5,106.337,3529,68.783,41680,89.8,2072.2,1263
2014.11,대구,1.21,59.0,102.760,3641,71.133,68442,91.3,2124.4,1547
2014.11,대전,1.27,60.1,104.193,2189,70.250,39672,85.0,2112.8,1674
2014.11,부산,1.13,57.1,100.833,4668,67.467,119494,86.6,2130.8,1969
2014.11,서울,1.00,61.0,104.547,13936,74.317,255796,86.6,2099.2,6630
2014.11,울산,1.48,58.1,105.170,2458,69.267,34185,95.3,2033.2,936
2014.11,인천,1.22,60.9,103.630,3202,65.900,83054,85.2,2124.6,2283
2014.11,전남,1.54,63.4,87.408,2756,59.417,70837,75.1,2116.6,1239
2014.11,전북,1.35,60.1,93.428,3977,60.400,63565,77.8,2078.2,1628
2014.11,제주,1.48,68.1,107.375,1005,64.050,17302,85.5,2153.2,578
2014.11,충남,1.47,63.5,98.997,2754,61.183,68776,75.7,2065.2,1999
2014.11,충북,1.41,63.4,96.490,2340,61.450,50630,77.4,2089.4,1230
2014.12,강원,1.31,53.6,92.175,2191,62.092,47112,73.9,2089.7,1230
2014.12,경기,1.27,61.4,107.557,19937,72.342,329795,86.0,2112.7,12736
2014.12,경남,1.43,58.9,101.656,5940,66.917,109368,85.7,2078.8,3364
2014.12,경북,1.46,60.9,92.877,3535,64.500,87199,86.7,2057.3,2137
2014.12,광주,1.21,57.8,106.163,3532,68.792,41647,89.9,2070.5,1264
2014.12,대구,1.21,59.0,102.435,3640,71.217,68422,91.2,2123.0,1543
2014.12,대전,1.27,59.4,103.982,2200,70.225,39585,85.2,2113.6,1671
2014.12,부산,1.13,56.5,100.662,4682,67.633,119362,86.9,2129.8,1970
2014.12,서울,1.00,60.6,104.273,13962,74.308,255370,86.7,2099.6,6614
2014.12,울산,1.48,57.6,104.915,2468,69.433,34198,95.5,2032.4,935
2014.12,인천,1.22,59.6,103.390,3206,65.900,83078,85.4,2123.1,2280
2014.12,전남,1.54,61.5,87.189,2747,59.508,70796,75.3,2117.3,1238
2014.12,전북,1.35,56.5,93.294,3976,60.500,63529,78.1,2077.7,1626
2014.12,제주,1.48,67.9,107.267,1005,64.125,17351,85.7,2153.0,576
2014.12,충남,1.48,58.8,98.928,2756,61.192,68829,75.8,2065.2,1993
2014.12,충북,1.41,58.7,96.225,2339,61.525,50565,77.6,2088.7,1230
2015.01,강원,1.31,51.7,92.000,2185,62.200,47107,74.1,2088.0,1227
2015.01,경기,1.27,60.8,107.410,20106,72.300,329788,86.1,2113.2,12689
2015.01,경남,1.44,58.3,101.500,5945,66.900,109460,86.0,2077.2,3349
2015.01,경북,1.46,59.2,92.670,3507,64.500,87253,86.6,2055.6,2130
2015.01,광주,1.21,57.6,105.990,3535,68.800,41614,90.1,2068.8,1264
2015.01,대구,1.22,58.6,102.110,3639,71.300,68402,91.1,2121.6,1539
2015.01,대전,1.28,58.7,103.770,2210,70.200,39498,85.3,2114.4,1669
2015.01,부산,1.14,55.9,100.490,4696,67.800,119230,87.2,2128.8,1971
2015.01,서울,1.00,60.0,104.000,13989,74.300,254944,86.7,2100.0,6598
2015.01,울산,1.49,57.4,104.660,2479,69.600,34212,95.8,2031.6,934
2015.01,인천,1.22,59.6,103.150,3209,65.900,83102,85.7,2121.6,2278
2015.01,전남,1.55,60.4,86.970,2737,59.600,70754,75.5,2118.0,1238
2015.01,전북,1.35,55.6,93.160,3975,60.600,63493,78.3,2077.2,1623
2015.01,제주,1.48,68.0,107.160,1006,64.200,17400,85.9,2152.8,574
2015.01,충남,1.48,58.1,98.860,2758,61.200,68882,76.0,2065.2,1988
2015.01,충북,1.41,57.0,95.960,2338,61.600,50499,77.8,2088.0,1230
2015.02,강원,1.30,52.2,91.802,2185,62.133,47243,74.1,2076.7,1223
2015.02,경기,1.27,60.8,107.127,20053,72.233,331057,86.3,2102.6,12642
2015.02,경남,1.43,58.5,101.323,5942,66.758,109526,86.4,2066.2,3333
2015.02,경북,1.46,59.4,92.489,3512,64.458,87418,86.6,2047.0,2128
2015.02,광주,1.20,57.5,105.676,3535,68.467,41579,90.2,2058.1,1262
2015.02,대구,1.21,58.7,101.922,3648,71.100,68506,91.2,2110.4,1534
2015.02,대전,1.27,59.1,103.544,2212,70.083,39614,85.7,2100.5,1662
2015.02,부산,1.14,56.1,100.368,4697,67.967,119458,87.7,2119.0,1968
2015.02,서울,1.00,59.7,103.728,13988,74.250,255351,86.8,2087.9,6579
2015.02,울산,1.48,57.7,104.503,2484,69.475,34275,95.9,2019.1,931
2015.02,인천,1.21,59.3,102.904,3224,65.817,83258,85.9,2110.9,2274
2015.02,전남,1.54,60.4,86.810,2730,59.208,70877,76.0,2107.6,1239
2015.02,전북,1.34,56.2,93.029,3980,60.625,63652,78.9,2065.3,1618
2015.02,제주,1.47,66.6,107.025,1005,64.233,17517,85.9,2145.6,571
2015.02,충남,1.47,59.2,98.558,2760,61.000,69095,76.7,2054.1,1987
2015.02,충북,1.41,58.8,95.730,2336,61.508,50579,78.6,2076.8,1228
2015.03,강원,1.30,55.4,91.605,2185,62.067,47379,74.2,2065.4,1219
2015.03,경기,1.26,61.2,106.845,19999,72.167,332326,86.5,2092.0,12594
2015.03,경남,1.42,59.2,101.147,5939,66.617,109592,86.8,2055.2,3317
2015.03,경북,1.45,61.6,92.308,3517,64.417,87584,86.6,2038.4,2125
2015.03,광주,1.20,57.8,105.362,3535,68.133,41544,90.3,2047.4,1260
2015.03,대구,1.21,58.9,101.735,3656,70.900,68610,91.2,2099.2,1530
2015.03,대전,1.26,59.0,103.318,2214,69.967,39730,86.2,2086.6,1655
2015.03,부산,1.13,55.9,100.247,4698,68.133,119687,88.1,2109.2,1965
2015.03,서울,0.99,59.5,103.457,13986,74.200,255758,86.9,2075.8,6560
2015.03,울산,1.47,58.0,104.347,2490,69.350,34338,95.9,2006.6,928
2015.03,인천,1.20,60.3,102.658,3240,65.733,83414,86.1,2100.2,2270
2015.03,전남,1.54,61.6,86.650,2723,58.817,71000,76.5,2097.2,1240
2015.03,전북,1.34,57.7,92.898,3986,60.650,63811,79.5,2053.4,1613
2015.03,제주,1.47,66.4,106.890,1004,64.267,17634,86.0,2138.4,569
2015.03,충남,1.47,61.2,98.257,2762,60.800,69308,77.5,2043.0,1986
2015.03,충북,1.40,60.5,95.500,2335,61.417,50658,79.3,2065.6,1226
2015.04,강원,1.29,58.7,91.407,2186,62.000,47516,74.2,2054.1,1215
2015.04,경기,1.25,62.0,106.562,19946,72.100,333594,86.8,2081.4,12547
2015.04,경남,1.42,60.5,100.970,5936,66.475,109658,87.2,2044.2,3301
2015.04,경북,1.45,63.1,92.127,3522,64.375,87750,86.6,2029.8,2123
2015.04,광주,1.20,57.9,105.047,3535,67.800,41510,90.4,2036.7,1258
2015.04,대구,1.21,59.1,101.547,3665,70.700,68714,91.2,2088.0,1525
2015.04,대전,1.26,59.4,103.093,2216,69.850,39846,86.6,2072.7,1648
2015.04,부산,1.13,56.3,100.125,4699,68.300,119915,88.6,2099.4,1962
2015.04,서울,0.99,59.6,103.185,13985,74.150,256165,87.0,2063.7,6540
2015.04,울산,1.47,58.9,104.190,2495,69.225,34400,96.0,1994.1,924
2015.04,인천,1.20,61.1,102.413,3256,65.650,83570,86.3,2089.5,2266
2015.04,전남,1.53,62.7,86.490,2716,58.425,71124,76.9,2086.8,1241
2015.04,전북,1.33,59.6,92.767,3991,60.675,63970,80.1,2041.5,1608
2015.04,제주,1.47,66.8,106.755,1004,64.300,17752,86.0,2131.2,566
2015.04,충남,1.46,63.1,97.955,2764,60.600,69521,78.2,2031.9,1984
2015.04,충북,1.40,62.8,95.270,2334,61.325,50738,80.1,2054.4,1224
2015.05,강원,1.29,59.7,91.210,2186,61.933,47652,74.3,2042.8,1211
2015.05,경기,1.25,62.1,106.280,19892,72.033,334863,87.0,2070.8,12499
2015.05,경남,1.41,61.3,100.793,5932,66.333,109724,87.6,2033.2,3285
2015.05,경북,1.44,63.9,91.947,3527,64.333,87915,86.6,2021.2,2121
2015.05,광주,1.19,58.5,104.733,3535,67.467,41475,90.5,2026.0,1255
2015.05,대구,1.21,60.1,101.360,3674,70.500,68818,91.3,2076.8,1520
2015.05,대전,1.25,60.1,102.867,2218,69.733,39963,87.1,2058.8,1641
2015.05,부산,1.12,56.4,100.003,4700,68.467,120143,89.0,2089.6,1960
2015.05,서울,0.98,60.3,102.913,13984,74.100,256572,87.1,2051.6,6521
2015.05,울산,1.46,59.4,104.033,2500,69.100,34463,96.1,1981.6,921
2015.05,인천,1.19,61.7,102.167,3271,65.567,83726,86.5,2078.8,2262
2015.05,전남,1.52,63.6,86.330,2709,58.033,71247,77.4,2076.4,1242
2015.05,전북,1.32,60.9,92.637,3997,60.700,64128,80.7,2029.6,1603
2015.05,제주,1.46,68.6,106.620,1003,64.333,17869,86.0,2124.0,564
2015.05,충남,1.45,64.2,97.653,2766,60.400,69734,78.9,2020.8,1983
2015.05,충북,1.40,63.4,95.040,2332,61.233,50818,80.9,2043.2,1223
2015.06,강원,1.28,60.2,91.013,2186,61.867,47788,74.3,2031.5,1207
2015.06,경기,1.24,62.2,105.998,19839,71.967,336132,87.2,2060.2,12452
2015.06,경남,1.40,61.2,100.617,5929,66.192,109790,88.0,2022.2,3269
2015.06,경북,1.44,63.4,91.766,3532,64.292,88080,86.6,2012.6,2118
2015.06,광주,1.19,58.7,104.419,3535,67.133,41440,90.6,2015.3,1253
2015.06,대구,1.20,60.7,101.172,3683,70.300,68922,91.3,2065.6,1516
2015.06,대전,1.24,59.8,102.641,2220,69.617,40079,87.5,2044.9,1634
