시점,지역별,저출산율,고용률,학생수,사설학원수,사교육참여율,수술인원,인터넷이용률,근로시간
2007.08,인천,1.22,,,2798,,70600,,
2007.08,전남,1.49,,,2690,,55367,,
2007.08,전북,1.34,,,3293,,54196,,
2007.08,제주,1.43,,,932,,13640,,
2007.08,충남,1.47,,,2756,,56806,,
2007.08,충북,1.35,,,2253,,40930,,
2007.09,강원,1.29,,,2320,,40714,,
2007.09,경기,1.31,,,16241,,303956,,
2007.09,경남,1.39,,,5985,,90758,,
2007.09,경북,1.33,,,3322,,69433,,
2007.09,광주,1.22,,,2647,,36493,,
2007.09,대구,1.09,,,2962,,62050,,
2007.09,대전,1.23,,,2132,,38464,,
2007.09,부산,0.99,,,4760,,100120,,
2007.09,서울,1.03,,,11854,,262699,,
2007.09,세종,0.00,,,,,,,
2007.09,울산,1.36,,,2445,,34019,,
2007.09,인천,1.21,,,2814,,70865,,
2007.09,전남,1.48,,,2697,,55158,,
2007.09,전북,1.33,,,3297,,54061,,
2007.09,제주,1.42,,,933,,13568,,
2007.09,충남,1.46,,,2770,,56712,,
2007.09,충북,1.35,,,2258,,40876,,
2007.10,강원,1.28,,,2320,,40693,,
2007.10,경기,1.30,,,16322,,304836,,
2007.10,경남,1.38,,,6002,,90704,,
2007.10,경북,1.33,,,3318,,69292,,
2007.10,광주,1.21,,,2675,,36589,,
2007.10,대구,1.09,,,2966,,62144,,
2007.10,대전,1.23,,,2132,,38572,,
2007.10,부산,0.99,,,4758,,100147,,
2007.10,서울,1.02,,,11892,,263268,,
2007.10,세종,0.00,,,,,,,
2007.10,울산,1.35,,,2458,,34198,,
2007.10,인천,1.20,,,2830,,71130,,
2007.10,전남,1.47,,,2704,,54950,,
2007.10,전북,1.32,,,3301,,53926,,
2007.10,제주,1.41,,,934,,13497,,
2007.10,충남,1.46,,,2784,,56618,,
2007.10,충북,1.34,,,2262,,40822,,
2007.11,강원,1.27,,,2321,,40673,,
2007.11,경기,1.30,,,16404,,305717,,
2007.11,경남,1.38,,,6020,,90649,,
2007.11,경북,1.32,,,3314,,69151,,
2007.11,광주,1.21,,,2703,,36685,,
2007.11,대구,1.08,,,2970,,62237,,
2007.11,대전,1.22,,,2133,,38681,,
2007.11,부산,0.99,,,4756,,100174,,
2007.11,서울,1.02,,,11930,,263836,,
2007.11,세종,0.00,,,,,,,
2007.11,울산,1.35,,,2470,,34376,,
2007.11,인천,1.20,,,2846,,71394,,
2007.11,전남,1.46,,,2712,,54741,,
2007.11,전북,1.32,,,3305,,53790,,
2007.11,제주,1.40,,,934,,13426,,
2007.11,충남,1.45,,,2798,,56524,,
2007.11,충북,1.33,,,2267,,40769,,
2007.12,강원,1.26,,,2321,,40652,,
2007.12,경기,1.29,,,16485,,306597,,
2007.12,경남,1.37,,,6037,,90595,,
2007.12,경북,1.32,,,3310,,69010,,
2007.12,광주,1.20,,,2732,,36781,,
2007.12,대구,1.08,,,2974,,62331,,
2007.12,대전,1.22,,,2134,,38789,,
2007.12,부산,0.98,,,4753,,100200,,
2007.12,서울,1.01,,,11968,,264405,,
2007.12,세종,0.00,,,,,,,
2007.12,울산,1.34,,,2483,,34555,,
2007.12,인천,1.19,,,2863,,71659,,
2007.12,전남,1.46,,,2720,,54533,,
2007.12,전북,1.31,,,3309,,53654,,
2007.12,제주,1.39,,,935,,13354,,
2007.12,충남,1.45,,,2811,,56430,,
2007.12,충북,1.33,,,2271,,40715,,
2008.01,강원,1.25,,,2322,,40632,,
2008.01,경기,1.28,,,16566,,307477,,
2008.01,경남,1.37,,,6055,,90540,,
2008.01,경북,1.31,,,3306,,68869,,
2008.01,광주,1.20,,,2760,,36877,,
2008.01,대구,1.07,,,2978,,62424,,
2008.01,대전,1.22,,,2134,,38897,,
2008.01,부산,0.98,,,4751,,100227,,
2008.01,서울,1.01,,,12006,,264974,,
2008.01,세종,0.00,,,,,,,
2008.01,울산,1.34,,,2495,,34733,,
2008.01,인천,1.19,,,2879,,71924,,
2008.01,전남,1.45,,,2727,,54324,,
2008.01,전북,1.30,,,3313,,53519,,
2008.01,제주,1.39,,,936,,13283,,
2008.01,충남,1.44,,,2825,,56336,,
2008.01,충북,1.32,,,2276,,40661,,
2008.02,강원,1.25,,,2328,,40894,,
2008.02,경기,1.28,,,16653,,309952,,
2008.02,경남,1.36,,,6055,,91400,,
2008.02,경북,1.31,,,3318,,69421,,
2008.02,광주,1.19,,,2714,,37185,,
2008.02,대구,1.07,,,3016,,63007,,
2008.02,대전,1.21,,,2140,,39070,,
2008.02,부산,0.98,,,4751,,100998,,
2008.02,서울,1.01,,,12013,,266800,,
2008.02,세종,0.00,,,,,,,
2008.02,울산,1.34,,,2508,,35033,,
2008.02,인천,1.18,,,2877,,72566,,
2008.02,전남,1.45,,,2736,,54676,,
2008.02,전북,1.30,,,3327,,53747,,
2008.02,제주,1.39,,,936,,13395,,
2008.02,충남,1.44,,,2831,,56728,,
2008.02,충북,1.32,,,2286,,41035,,
2008.03,강원,1.25,,,2334,,41156,,
2008.03,경기,1.28,,,16740,,312427,,
2008.03,경남,1.36,,,6056,,92260,,
2008.03,경북,1.31,,,3329,,69972,,
2008.03,광주,1.19,,,2668,,37494,,
2008.03,대구,1.06,,,3054,,63590,,
2008.03,대전,1.21,,,2146,,39244,,
2008.03,부산,0.97,,,4751,,101770,,
2008.03,서울,1.00,,,12019,,268626,,
2008.03,세종,0.00,,,,,,,
2008.03,울산,1.33,,,2521,,35334,,
2008.03,인천,1.18,,,2875,,73208,,
2008.03,전남,1.45,,,2744,,55027,,
2008.03,전북,1.30,,,3341,,53975,,
2008.03,제주,1.38,,,936,,13506,,
2008.03,충남,1.44,,,2838,,57120,,
2008.03,충북,1.32,,,2296,,41409,,
2008.04,강원,1.25,,,2340,,41418,,
2008.04,경기,1.27,,,16828,,314902,,
2008.04,경남,1.36,,,6056,,93121,,
2008.04,경북,1.30,,,3341,,70524,,
2008.04,광주,1.18,,,2623,,37802,,
2008.04,대구,1.06,,,3092,,64174,,
2008.04,대전,1.20,,,2152,,39417,,
2008.04,부산,0.97,,,4751,,102541,,
2008.04,서울,1.00,,,12026,,270452,,
2008.04,세종,0.00,,,,,,,
2008.04,울산,1.33,,,2534,,35634,,
2008.04,인천,1.18,,,2872,,73851,,
2008.04,전남,1.45,,,2752,,55378,,
2008.04,전북,1.30,,,3354,,54203,,
2008.04,제주,1.38,,,936,,13618,,
2008.04,충남,1.44,,,2844,,57513,,
2008.04,충북,1.32,,,2305,,41782,,
2008.05,강원,1.25,,,2346,,41681,,
2008.05,경기,1.27,,,16915,,317377,,
2008.05,경남,1.35,,,6056,,93981,,
2008.05,경북,1.30,,,3353,,71076,,
2008.05,광주,1.18,,,2577,,38110,,
2008.05,대구,1.06,,,3130,,64757,,
2008.05,대전,1.20,,,2159,,39590,,
2008.05,부산,0.97,,,4751,,103312,,
2008.05,서울,0.99,,,12033,,272278,,
2008.05,세종,0.00,,,,,,,
2008.05,울산,1.33,,,2546,,35934,,
2008.05,인천,1.17,,,2870,,74493,,
2008.05,전남,1.45,,,2761,,55730,,
2008.05,전북,1.30,,,3368,,54431,,
2008.05,제주,1.38,,,936,,13730,,
2008.05,충남,1.43,,,2851,,57905,,
2008.05,충북,1.32,,,2315,,42156,,
2008.06,강원,1.25,,,2352,,41943,,
2008.06,경기,1.26,,,17002,,319852,,
2008.06,경남,1.35,,,6057,,94841,,
2008.06,경북,1.30,,,3364,,71628,,
2008.06,광주,1.17,,,2531,,38418,,
2008.06,대구,1.05,,,3168,,65340,,
2008.06,대전,1.19,,,2165,,39764,,
2008.06,부산,0.96,,,4751,,104084,,
2008.06,서울,0.99,,,12039,,274104,,
2008.06,세종,0.00,,,,,,,
2008.06,울산,1.33,,,2559,,36235,,
2008.06,인천,1.17,,,2868,,75135,,
2008.06,전남,1.45,,,2770,,56082,,
2008.06,전북,1.29,,,3382,,54659,,
2008.06,제주,1.38,,,936,,13841,,
2008.06,충남,1.43,,,2857,,58297,,
2008.06,충북,1.32,,,2325,,42530,,
2008.07,강원,1.25,,,2358,,42205,,
2008.07,경기,1.26,,,17090,,322326,,
2008.07,경남,1.35,,,6057,,95702,,
2008.07,경북,1.29,,,3376,,72180,,
2008.07,광주,1.17,,,2486,,38726,,
2008.07,대구,1.05,,,3206,,65924,,
2008.07,대전,1.19,,,2171,,39937,,
2008.07,부산,0.96,,,4751,,104855,,
2008.07,서울,0.99,,,12046,,275930,,
2008.07,세종,0.00,,,,,,,
2008.07,울산,1.32,,,2572,,36535,,
2008.07,인천,1.16,,,2866,,75778,,
2008.07,전남,1.45,,,2778,,56433,,
2008.07,전북,1.29,,,3396,,54887,,
2008.07,제주,1.38,,,936,,13953,,
2008.07,충남,1.43,,,2864,,58690,,
2008.07,충북,1.32,,,2334,,42904,,
2008.08,강원,1.25,,,2363,,42467,,
2008.08,경기,1.25,,,17177,,324801,,
2008.08,경남,1.34,,,6057,,96562,,
2008.08,경북,1.29,,,3388,,72731,,
2008.08,광주,1.16,,,2440,,39035,,
2008.08,대구,1.05,,,3245,,66507,,
2008.08,대전,1.18,,,2177,,40110,,
2008.08,부산,0.96,,,4751,,105626,,
2008.08,서울,0.98,,,12053,,277755,,
2008.08,세종,0.00,,,,,,,
2008.08,울산,1.32,,,2585,,36835,,
2008.08,인천,1.16,,,2864,,76420,,
2008.08,전남,1.45,,,2786,,56784,,
2008.08,전북,1.29,,,3410,,55115,,
2008.08,제주,1.38,,,935,,14065,,
2008.08,충남,1.42,,,2870,,59082,,
2008.08,충북,1.32,,,2344,,43278,,
2008.09,강원,1.25,,,2369,,42729,,
2008.09,경기,1.25,,,17264,,327276,,
2008.09,경남,1.34,,,6058,,97422,,
2008.09,경북,1.29,,,3399,,73283,,
2008.09,광주,1.16,,,2394,,39343,,
2008.09,대구,1.04,,,3283,,67090,,
2008.09,대전,1.18,,,2183,,40284,,
2008.09,부산,0.95,,,4751,,106398,,
2008.09,서울,0.98,,,12059,,279581,,
2008.09,세종,0.00,,,,,,,
2008.09,울산,1.32,,,2598,,37136,,
2008.09,인천,1.16,,,2862,,77062,,
2008.09,전남,1.45,,,2795,,57136,,
2008.09,전북,1.29,,,3424,,55343,,
2008.09,제주,1.38,,,935,,14176,,
2008.09,충남,1.42,,,2876,,59474,,
2008.09,충북,1.32,,,2354,,43652,,
2008.10,강원,1.25,,,2375,,42992,,
2008.10,경기,1.24,,,17351,,329751,,
2008.10,경남,1.33,,,6058,,98282,,
2008.10,경북,1.28,,,3411,,73835,,
2008.10,광주,1.15,,,2348,,39651,,
2008.10,대구,1.04,,,3321,,67673,,
2008.10,대전,1.17,,,2190,,40457,,
2008.10,부산,0.95,,,4751,,107169,,
2008.10,서울,0.97,,,12066,,281407,,
2008.10,세종,0.00,,,,,,,
2008.10,울산,1.32,,,2610,,37436,,
2008.10,인천,1.15,,,2860,,77704,,
2008.10,전남,1.45,,,2804,,57488,,
2008.10,전북,1.29,,,3438,,55571,,
2008.10,제주,1.38,,,935,,14288,,
2008.10,충남,1.42,,,2883,,59866,,
2008.10,충북,1.32,,,2364,,44026,,
2008.11,강원,1.25,,,2381,,43254,,
2008.11,경기,1.24,,,17438,,332226,,
2008.11,경남,1.33,,,6058,,99142,,
2008.11,경북,1.28,,,3423,,74386,,
2008.11,광주,1.15,,,2302,,39960,,
2008.11,대구,1.04,,,3359,,68256,,
2008.11,대전,1.17,,,2196,,40630,,
2008.11,부산,0.95,,,4751,,107940,,
2008.11,서울,0.97,,,12073,,283233,,
2008.11,세종,0.00,,,,,,,
2008.11,울산,1.31,,,2623,,37736,,
2008.11,인천,1.15,,,2857,,78346,,
2008.11,전남,1.45,,,2812,,57839,,
2008.11,전북,1.28,,,3451,,55799,,
2008.11,제주,1.38,,,935,,14400,,
2008.11,충남,1.41,,,2889,,60258,,
2008.11,충북,1.32,,,2374,,44399,,
2008.12,강원,1.25,,,2387,,43516,,
2008.12,경기,1.23,,,17526,,334701,,
2008.12,경남,1.33,,,6059,,100003,,
2008.12,경북,1.28,,,3434,,74938,,
2008.12,광주,1.14,,,2257,,40268,,
2008.12,대구,1.03,,,3397,,68840,,
2008.12,대전,1.16,,,2202,,40804,,
2008.12,부산,0.94,,,4751,,108712,,
2008.12,서울,0.97,,,12079,,285059,,
2008.12,세종,0.00,,,,,,,
2008.12,울산,1.31,,,2636,,38037,,
2008.12,인천,1.15,,,2855,,78989,,
2008.12,전남,1.45,,,2820,,58190,,
2008.12,전북,1.28,,,3465,,56027,,
2008.12,제주,1.38,,,935,,14511,,
2008.12,충남,1.41,,,2896,,60651,,
2008.12,충북,1.32,,,2383,,44773,,
2009.01,강원,1.25,,,2393,68.100,43778,,
2009.01,경기,1.23,,,17613,77.400,337176,,
2009.01,경남,1.32,,,6059,75.600,100863,,
2009.01,경북,1.27,,,3446,74.000,75490,,
2009.01,광주,1.14,,,2211,75.900,40576,,
2009.01,대구,1.03,,,3435,77.500,69423,,
2009.01,대전,1.16,,,2208,74.200,40977,,
2009.01,부산,0.94,,,4751,72.400,109483,,
2009.01,서울,0.96,,,12086,79.600,286885,,
2009.01,세종,0.00,,,,,,,
2009.01,울산,1.31,,,2649,75.400,38337,,
2009.01,인천,1.14,,,2853,73.900,79631,,
2009.01,전남,1.45,,,2829,67.700,58542,,
2009.01,전북,1.28,,,3479,65.800,56255,,
2009.01,제주,1.38,,,935,68.700,14623,,
2009.01,충남,1.41,,,2902,68.500,61043,,
2009.01,충북,1.32,,,2393,69.400,45147,,
2009.02,강원,1.25,,,2398,67.967,43771,,
2009.02,경기,1.23,,,17657,77.325,337975,,
2009.02,경남,1.33,,,6078,75.433,100931,,
2009.02,경북,1.28,,,3456,73.667,75606,,
2009.02,광주,1.14,,,2233,75.783,40628,,
2009.02,대구,1.04,,,3475,77.492,69432,,
2009.02,대전,1.16,,,2209,74.300,41116,,
2009.02,부산,0.95,,,4760,72.425,109640,,
2009.02,서울,0.97,,,12176,79.425,287070,,
2009.02,세종,0.00,,,,,,,
2009.02,울산,1.31,,,2648,75.242,38331,,
2009.02,인천,1.15,,,2859,73.750,79811,,
2009.02,전남,1.45,,,2835,67.550,58501,,
2009.02,전북,1.29,,,3509,65.750,56257,,
2009.02,제주,1.39,,,940,68.808,14628,,
2009.02,충남,1.41,,,2917,68.308,61159,,
2009.02,충북,1.32,,,2401,69.192,45307,,
2009.03,강원,1.26,,,2404,67.833,43763,,
2009.03,경기,1.24,,,17702,77.250,338774,,
2009.03,경남,1.34,,,6098,75.267,100998,,
2009.03,경북,1.29,,,3467,73.333,75722,,
2009.03,광주,1.15,,,2255,75.667,40680,,
2009.03,대구,1.04,,,3514,77.483,69441,,
2009.03,대전,1.16,,,2210,74.400,41254,,
2009.03,부산,0.96,,,4769,72.450,109797,,
2009.03,서울,0.97,,,12266,79.250,287254,,
2009.03,세종,0.00,,,,,,,
2009.03,울산,1.32,,,2646,75.083,38325,,
2009.03,인천,1.15,,,2865,73.600,79992,,
2009.03,전남,1.46,,,2840,67.400,58461,,
2009.03,전북,1.29,,,3540,65.700,56259,,
2009.03,제주,1.39,,,945,68.917,14634,,
2009.03,충남,1.42,,,2931,68.117,61275,,
2009.03,충북,1.33,,,2409,68.983,45468,,
2009.04,강원,1.26,,,2409,67.700,43756,,
2009.04,경기,1.25,,,17746,77.175,339573,,
2009.04,경남,1.35,,,6117,75.100,101066,,
2009.04,경북,1.30,,,3478,73.000,75839,,
2009.04,광주,1.16,,,2277,75.550,40731,,
2009.04,대구,1.05,,,3554,77.475,69450,,
2009.04,대전,1.17,,,2210,74.500,41393,,
2009.04,부산,0.97,,,4778,72.475,109954,,
2009.04,서울,0.98,,,12356,79.075,287439,,
2009.04,세종,0.00,,,,,,,
2009.04,울산,1.32,,,2645,74.925,38319,,
2009.04,인천,1.16,,,2871,73.450,80172,,
2009.04,전남,1.47,,,2846,67.250,58420,,
2009.04,전북,1.30,,,3570,65.650,56261,,
2009.04,제주,1.40,,,950,69.025,14639,,
2009.04,충남,1.43,,,2946,67.925,61390,,
2009.04,충북,1.34,,,2417,68.775,45628,,
2009.05,강원,1.27,,,2414,67.567,43749,,
2009.05,경기,1.25,,,17791,77.100,340372,,
2009.05,경남,1.35,,,6136,74.933,101134,,
2009.05,경북,1.31,,,3488,72.667,75955,,
2009.05,광주,1.17,,,2299,75.433,40783,,
2009.05,대구,1.06,,,3593,77.467,69459,,
2009.05,대전,1.17,,,2211,74.600,41532,,
2009.05,부산,0.97,,,4787,72.500,110111,,
2009.05,서울,0.98,,,12447,78.900,287623,,
2009.05,세종,0.00,,,,,,,
2009.05,울산,1.33,,,2643,74.767,38313,,
2009.05,인천,1.17,,,2877,73.300,80352,,
2009.05,전남,1.48,,,2852,67.100,58379,,
2009.05,전북,1.31,,,3600,65.600,56263,,
2009.05,제주,1.41,,,955,69.133,14645,,
2009.05,충남,1.43,,,2960,67.733,61506,,
2009.05,충북,1.35,,,2425,68.567,45788,,
2009.06,강원,1.28,,,2419,67.433,43741,,
2009.06,경기,1.26,,,17835,77.025,341171,,
2009.06,경남,1.36,,,6156,74.767,101202,,
2009.06,경북,1.32,,,3498,72.333,76071,,
2009.06,광주,1.17,,,2321,75.317,40835,,
2009.06,대구,1.06,,,3633,77.458,69468,,
2009.06,대전,1.18,,,2212,74.700,41670,,
2009.06,부산,0.98,,,4796,72.525,110268,,
2009.06,서울,0.98,,,12537,78.725,287808,,
2009.06,세종,0.00,,,,,,,
2009.06,울산,1.33,,,2642,74.608,38307,,
2009.06,인천,1.17,,,2883,73.150,80532,,
2009.06,전남,1.48,,,2857,66.950,58339,,
2009.06,전북,1.32,,,3630,65.550,56265,,
2009.06,제주,1.41,,,960,69.242,14650,,
2009.06,충남,1.44,,,2975,67.542,61622,,
2009.06,충북,1.35,,,2433,68.358,45948,,
2009.07,강원,1.28,,,2424,67.300,43734,,
2009.07,경기,1.27,,,17880,76.950,341970,,
2009.07,경남,1.37,,,6175,74.600,101270,,
2009.07,경북,1.33,,,3509,72.000,76188,,
2009.07,광주,1.18,,,2344,75.200,40886,,
2009.07,대구,1.07,,,3672,77.450,69478,,
2009.07,대전,1.18,,,2213,74.800,41809,,
2009.07,부산,0.99,,,4806,72.550,110425,,
2009.07,서울,0.99,,,12627,78.550,287992,,
2009.07,세종,0.00,,,,,,,
2009.07,울산,1.34,,,2640,74.450,38301,,
2009.07,인천,1.18,,,2888,73.000,80712,,
2009.07,전남,1.49,,,2863,66.800,58298,,
2009.07,전북,1.33,,,3660,65.500,56267,,
2009.07,제주,1.42,,,964,69.350,14656,,
2009.07,충남,1.44,,,2990,67.350,61738,,
2009.07,충북,1.36,,,2441,68.150,46108,,
2009.08,강원,1.29,,,2430,67.167,43727,,
2009.08,경기,1.27,,,17924,76.875,342769,,
2009.08,경남,1.38,,,6194,74.433,101337,,
2009.08,경북,1.33,,,3520,71.667,76304,,
2009.08,광주,1.19,,,2366,75.083,40938,,
2009.08,대구,1.08,,,3712,77.442,69487,,
2009.08,대전,1.18,,,2214,74.900,41948,,
2009.08,부산,1.00,,,4815,72.575,110582,,
2009.08,서울,0.99,,,12717,78.375,288177,,
2009.08,세종,0.00,,,,,,,
2009.08,울산,1.34,,,2639,74.292,38295,,
2009.08,인천,1.18,,,2894,72.850,80893,,
2009.08,전남,1.50,,,2869,66.650,58257,,
2009.08,전북,1.33,,,3691,65.450,56269,,
2009.08,제주,1.43,,,969,69.458,14661,,
2009.08,충남,1.45,,,3004,67.158,61854,,
2009.08,충북,1.37,,,2449,67.942,46269,,
2009.09,강원,1.29,,,2435,67.033,43719,,
2009.09,경기,1.28,,,17968,76.800,343568,,
2009.09,경남,1.38,,,6214,74.267,101405,,
2009.09,경북,1.34,,,3530,71.333,76420,,
2009.09,광주,1.19,,,2388,74.967,40990,,
2009.09,대구,1.08,,,3752,77.433,69496,,
2009.09,대전,1.19,,,2215,75.000,42086,,
2009.09,부산,1.01,,,4824,72.600,110739,,
2009.09,서울,1.00,,,12807,78.200,288362,,
2009.09,세종,0.00,,,,,,,
2009.09,울산,1.35,,,2638,74.133,38289,,
2009.09,인천,1.19,,,2900,72.700,81073,,
2009.09,전남,1.51,,,2874,66.500,58217,,
2009.09,전북,1.34,,,3721,65.400,56271,,
2009.09,제주,1.43,,,974,69.567,14666,,
2009.09,충남,1.46,,,3019,66.967,61970,,
2009.09,충북,1.37,,,2457,67.733,46429,,
2009.10,강원,1.30,,,2440,66.900,43712,,
2009.10,경기,1.29,,,18013,76.725,344367,,
2009.10,경남,1.39,,,6233,74.100,101473,,
2009.10,경북,1.35,,,3540,71.000,76536,,
2009.10,광주,1.20,,,2410,74.850,41042,,
2009.10,대구,1.09,,,3791,77.425,69505,,
2009.10,대전,1.19,,,2216,75.100,42225,,
2009.10,부산,1.02,,,4833,72.625,110896,,
2009.10,서울,1.00,,,12898,78.025,288546,,
2009.10,세종,0.00,,,,,,,
2009.10,울산,1.35,,,2636,73.975,38283,,
2009.10,인천,1.20,,,2906,72.550,81253,,
2009.10,전남,1.51,,,2880,66.350,58176,,
2009.10,전북,1.35,,,3751,65.350,56273,,
2009.10,제주,1.44,,,979,69.675,14672,,
2009.10,충남,1.46,,,3033,66.775,62086,,
2009.10,충북,1.38,,,2465,67.525,46589,,
2009.11,강원,1.30,,,2446,66.767,43705,,
2009.11,경기,1.30,,,18057,76.650,345166,,
2009.11,경남,1.40,,,6252,73.933,101540,,
2009.11,경북,1.36,,,3551,70.667,76652,,
2009.11,광주,1.21,,,2432,74.733,41094,,
2009.11,대구,1.10,,,3831,77.417,69514,,
2009.11,대전,1.20,,,2216,75.200,42364,,
2009.11,부산,1.03,,,4842,72.650,111053,,
2009.11,서울,1.01,,,12988,77.850,288731,,
2009.11,세종,0.00,,,,,,,
2009.11,울산,1.36,,,2635,73.817,38277,,
2009.11,인천,1.20,,,2912,72.400,81434,,
2009.11,전남,1.52,,,2886,66.200,58135,,
2009.11,전북,1.36,,,3782,65.300,56275,,
2009.11,제주,1.45,,,984,69.783,14677,,
2009.11,충남,1.47,,,3048,66.583,62201,,
2009.11,충북,1.39,,,2473,67.317,46750,,
2009.12,강원,1.31,,,2451,66.633,43697,,
2009.12,경기,1.30,,,18102,76.575,345965,,
2009.12,경남,1.41,,,6272,73.767,101608,,
2009.12,경북,1.37,,,3562,70.333,76769,,
2009.12,광주,1.22,,,2454,74.617,41145,,
2009.12,대구,1.10,,,3870,77.408,69523,,
2009.12,대전,1.20,,,2217,75.300,42502,,
2009.12,부산,1.04,,,4851,72.675,111210,,
2009.12,서울,1.01,,,13078,77.675,288915,,
2009.12,세종,0.00,,,,,,,
2009.12,울산,1.36,,,2633,73.658,38271,,
2009.12,인천,1.21,,,2918,72.250,81614,,
2009.12,전남,1.53,,,2891,66.050,58095,,
2009.12,전북,1.37,,,3812,65.250,56277,,
2009.12,제주,1.46,,,989,69.892,14683,,
2009.12,충남,1.47,,,3062,66.392,62317,,
2009.12,충북,1.39,,,2481,67.108,46910,,
2010.01,강원,1.31,,,2456,66.500,43690,,
2010.01,경기,1.31,,,18146,76.500,346764,,
2010.01,경남,1.41,,,6291,73.600,101676,,
2010.01,경북,1.38,,,3572,70.000,76885,,
2010.01,광주,1.22,,,2476,74.500,41197,,
2010.01,대구,1.11,,,3910,77.400,69532,,
2010.01,대전,1.21,,,2218,75.400,42641,,
2010.01,부산,1.04,,,4860,72.700,111367,,
2010.01,서울,1.01,,,13168,77.500,289100,,
2010.01,세종,0.00,,,,,,,
2010.01,울산,1.37,,,2632,73.500,38265,,
2010.01,인천,1.21,,,2924,72.100,81794,,
2010.01,전남,1.54,,,2897,65.900,58054,,
2010.01,전북,1.37,,,3842,65.200,56279,,
2010.01,제주,1.46,,,994,70.000,14688,,
2010.01,충남,1.48,,,3077,66.200,62433,,
2010.01,충북,1.40,,,2489,66.900,47070,,
2010.02,강원,1.32,,,2458,66.050,43579,,
2010.02,경기,1.31,,,18190,76.408,346041,,
2010.02,경남,1.42,,,6264,73.250,101511,,
2010.02,경북,1.38,,,3586,69.875,76881,,
2010.02,광주,1.22,,,2460,74.350,41141,,
2010.02,대구,1.11,,,3896,77.150,69218,,
2010.02,대전,1.21,,,2214,75.217,42494,,
2010.02,부산,1.05,,,4874,72.450,111228,,
2010.02,서울,1.01,,,13194,77.458,288005,,
2010.02,세종,0.00,,,,,,,
2010.02,울산,1.37,,,2629,73.400,38148,,
2010.02,인천,1.22,,,2916,71.925,81598,,
2010.02,전남,1.54,,,2896,65.633,58063,,
2010.02,전북,1.38,,,3852,64.842,56171,,
2010.02,제주,1.47,,,991,69.875,14657,,
2010.02,충남,1.48,,,3066,66.242,62307,,
2010.02,충북,1.40,,,2484,66.733,47051,,
2010.03,강원,1.32,,,2459,65.600,43468,,
2010.03,경기,1.31,,,18234,76.317,345319,,
2010.03,경남,1.42,,,6238,72.900,101345,,
2010.03,경북,1.39,,,3599,69.750,76876,,
2010.03,광주,1.22,,,2444,74.200,41086,,
2010.03,대구,1.12,,,3883,76.900,68905,,
2010.03,대전,1.21,,,2210,75.033,42348,,
2010.03,부산,1.05,,,4888,72.200,111090,,
2010.03,서울,1.01,,,13220,77.417,286909,,
2010.03,세종,0.00,,,,,,,
2010.03,울산,1.37,,,2627,73.300,38031,,
2010.03,인천,1.22,,,2908,71.750,81401,,
2010.03,전남,1.54,,,2896,65.367,58073,,
2010.03,전북,1.38,,,3861,64.483,56064,,
2010.03,제주,1.47,,,988,69.750,14626,,
2010.03,충남,1.48,,,3055,66.283,62180,,
2010.03,충북,1.41,,,2480,66.567,47032,,
2010.04,강원,1.32,,,2460,65.150,43356,,
2010.04,경기,1.31,,,18278,76.225,344596,,
2010.04,경남,1.42,,,6211,72.550,101180,,
2010.04,경북,1.39,,,3613,69.625,76872,,
2010.04,광주,1.23,,,2427,74.050,41030,,
2010.04,대구,1.12,,,3869,76.650,68591,,
2010.04,대전,1.22,,,2206,74.850,42201,,
2010.04,부산,1.05,,,4902,71.950,110951,,
2010.04,서울,1.01,,,13245,77.375,285814,,
2010.04,세종,0.00,,,,,,,
2010.04,울산,1.38,,,2624,73.200,37914,,
2010.04,인천,1.22,,,2901,71.575,81205,,
2010.04,전남,1.54,,,2896,65.100,58082,,
2010.04,전북,1.38,,,3870,64.125,55956,,
2010.04,제주,1.47,,,985,69.625,14595,,
2010.04,충남,1.48,,,3044,66.325,62054,,
2010.04,충북,1.41,,,2476,66.400,47013,,
2010.05,강원,1.32,,,2462,64.700,43245,,
2010.05,경기,1.31,,,18322,76.133,343874,,
2010.05,경남,1.42,,,6184,72.200,101015,,
2010.05,경북,1.40,,,3626,69.500,76867,,
2010.05,광주,1.23,,,2411,73.900,40974,,
2010.05,대구,1.12,,,3855,76.400,68278,,
2010.05,대전,1.22,,,2201,74.667,42054,,
2010.05,부산,1.06,,,4915,71.700,110812,,
2010.05,서울,1.01,,,13271,77.333,284719,,
2010.05,세종,0.00,,,,,,,
2010.05,울산,1.38,,,2621,73.100,37797,,
2010.05,인천,1.22,,,2893,71.400,81008,,
2010.05,전남,1.55,,,2895,64.833,58091,,
2010.05,전북,1.38,,,3880,63.767,55848,,
2010.05,제주,1.47,,,982,69.500,14564,,
2010.05,충남,1.48,,,3033,66.367,61928,,
2010.05,충북,1.41,,,2471,66.233,46994,,
2010.06,강원,1.32,,,2464,64.250,43134,,
2010.06,경기,1.31,,,18366,76.042,343151,,
2010.06,경남,1.43,,,6157,71.850,100849,,
2010.06,경북,1.40,,,3640,69.375,76863,,
2010.06,광주,1.23,,,2395,73.750,40919,,
2010.06,대구,1.12,,,3842,76.150,67964,,
2010.06,대전,1.23,,,2197,74.483,41907,,
2010.06,부산,1.06,,,4929,71.450,110674,,
2010.06,서울,1.01,,,13297,77.292,283623,,
2010.06,세종,0.00,,,,,,,
