시점,학생수,지역별
2011.01,99.250,강원
2011.02,99.153,강원
2011.03,99.057,강원
2011.04,98.960,강원
2011.05,98.863,강원
2011.06,98.767,강원
2011.07,98.670,강원
2011.08,98.573,강원
2011.09,98.477,강원
2011.10,98.380,강원
2011.11,98.283,강원
2011.12,98.187,강원
2012.01,98.090,강원
2012.02,97.958,강원
2012.03,97.827,강원
2012.04,97.695,강원
2012.05,97.563,강원
2012.06,97.432,강원
2012.07,97.300,강원
2012.08,97.168,강원
2012.09,97.037,강원
2012.10,96.905,강원
2012.11,96.773,강원
2012.12,96.642,강원
2013.01,96.510,강원
2013.02,96.309,강원
2013.03,96.108,강원
2013.04,95.907,강원
2013.05,95.707,강원
2013.06,95.506,강원
2013.07,95.305,강원
2013.08,95.104,강원
2013.09,94.903,강원
2013.10,94.703,강원
2013.11,94.502,강원
2013.12,94.301,강원
2014.01,94.100,강원
2014.02,93.925,강원
2014.03,93.750,강원
2014.04,93.575,강원
2014.05,93.400,강원
2014.06,93.225,강원
2014.07,93.050,강원
2014.08,92.875,강원
2014.09,92.700,강원
2014.10,92.525,강원
2014.11,92.350,강원
2014.12,92.175,강원
2015.01,92.000,강원
2015.02,91.802,강원
2015.03,91.605,강원
2015.04,91.407,강원
2015.05,91.210,강원
2015.06,91.013,강원
2015.07,90.815,강원
2015.08,90.617,강원
2015.09,90.420,강원
2015.10,90.222,강원
2015.11,90.025,강원
2015.12,89.828,강원
2016.01,89.630,강원
2016.02,89.289,강원
2016.03,88.948,강원
2016.04,88.608,강원
2016.05,88.267,강원
2016.06,87.926,강원
2016.07,87.585,강원
2016.08,87.244,강원
2016.09,86.903,강원
2016.10,86.562,강원
2016.11,86.222,강원
2016.12,85.881,강원
2017.01,85.540,강원
2017.02,85.241,강원
2017.03,84.942,강원
2017.04,84.643,강원
2017.05,84.343,강원
2017.06,84.044,강원
2017.07,83.745,강원
2017.08,83.446,강원
2017.09,83.147,강원
2017.10,82.847,강원
2017.11,82.548,강원
2017.12,82.249,강원
2018.01,81.950,강원
2018.02,81.653,강원
2018.03,81.357,강원
2018.04,81.060,강원
2018.05,80.763,강원
2018.06,80.467,강원
2018.07,80.170,강원
2018.08,79.873,강원
2018.09,79.577,강원
2018.10,79.280,강원
2018.11,78.983,강원
2018.12,78.687,강원
2019.01,78.390,강원
2019.02,78.238,강원
2019.03,78.087,강원
2019.04,77.935,강원
2019.05,77.783,강원
2019.06,77.632,강원
2019.07,77.480,강원
2019.08,77.328,강원
2019.09,77.177,강원
2019.10,77.025,강원
2019.11,76.873,강원
2019.12,76.722,강원
2020.01,76.570,강원
2020.02,76.523,강원
2020.03,76.477,강원
2020.04,76.430,강원
2020.05,76.383,강원
2020.06,76.337,강원
2020.07,76.290,강원
2020.08,76.243,강원
2020.09,76.197,강원
2020.10,76.150,강원
2020.11,76.103,강원
2020.12,76.057,강원
2021.01,76.010,강원
2021.02,75.943,강원
2021.03,75.877,강원
2021.04,75.810,강원
2021.05,75.743,강원
2021.06,75.677,강원
2021.07,75.610,강원
2021.08,75.543,강원
2021.09,75.477,강원
2021.10,75.410,강원
2021.11,75.343,강원
2021.12,75.277,강원
2022.01,75.210,강원
2022.02,75.158,강원
2022.03,75.107,강원
2022.04,75.055,강원
2022.05,75.003,강원
2022.06,74.952,강원
2022.07,74.900,강원
2022.08,74.848,강원
2022.09,74.797,강원
2022.10,74.745,강원
2022.11,74.693,강원
2022.12,74.642,강원
2023.01,74.590,강원
2023.02,74.531,강원
2023.03,74.472,강원
2023.04,74.412,강원
2023.05,74.353,강원
2023.06,74.294,강원
2023.07,74.235,강원
2023.08,74.176,강원
2023.09,74.117,강원
2023.10,74.058,강원
2023.11,73.998,강원
2023.12,73.939,강원
2024.01,73.880,강원
2011.01,120.170,경기
2011.02,119.993,경기
2011.03,119.817,경기
2011.04,119.640,경기
2011.05,119.463,경기
2011.06,119.287,경기
2011.07,119.110,경기
2011.08,118.933,경기
2011.09,118.757,경기
2011.10,118.580,경기
2011.11,118.403,경기
2011.12,118.227,경기
2012.01,118.050,경기
2012.02,117.811,경기
2012.03,117.572,경기
2012.04,117.332,경기
2012.05,117.093,경기
2012.06,116.854,경기
2012.07,116.615,경기
2012.08,116.376,경기
2012.09,116.137,경기
2012.10,115.898,경기
2012.11,115.658,경기
2012.12,115.419,경기
2013.01,115.180,경기
2013.02,114.679,경기
2013.03,114.178,경기
2013.04,113.678,경기
2013.05,113.177,경기
2013.06,112.676,경기
2013.07,112.175,경기
2013.08,111.674,경기
2013.09,111.173,경기
2013.10,110.672,경기
2013.11,110.172,경기
2013.12,109.671,경기
2014.01,109.170,경기
2014.02,109.023,경기
2014.03,108.877,경기
2014.04,108.730,경기
2014.05,108.583,경기
2014.06,108.437,경기
2014.07,108.290,경기
2014.08,108.143,경기
2014.09,107.997,경기
2014.10,107.850,경기
2014.11,107.703,경기
2014.12,107.557,경기
2015.01,107.410,경기
2015.02,107.127,경기
2015.03,106.845,경기
2015.04,106.562,경기
2015.05,106.280,경기
2015.06,105.998,경기
2015.07,105.715,경기
2015.08,105.432,경기
2015.09,105.150,경기
2015.10,104.867,경기
2015.11,104.585,경기
2015.12,104.302,경기
2016.01,104.020,경기
2016.02,103.781,경기
2016.03,103.542,경기
2016.04,103.302,경기
2016.05,103.063,경기
2016.06,102.824,경기
2016.07,102.585,경기
2016.08,102.346,경기
2016.09,102.107,경기
2016.10,101.868,경기
2016.11,101.628,경기
2016.12,101.389,경기
2017.01,101.150,경기
2017.02,100.888,경기
2017.03,100.625,경기
2017.04,100.363,경기
2017.05,100.100,경기
2017.06,99.838,경기
2017.07,99.575,경기
2017.08,99.312,경기
2017.09,99.050,경기
2017.10,98.787,경기
2017.11,98.525,경기
2017.12,98.263,경기
2018.01,98.000,경기
2018.02,97.743,경기
2018.03,97.485,경기
2018.04,97.227,경기
2018.05,96.970,경기
2018.06,96.713,경기
2018.07,96.455,경기
2018.08,96.197,경기
2018.09,95.940,경기
2018.10,95.683,경기
2018.11,95.425,경기
2018.12,95.167,경기
2019.01,94.910,경기
2019.02,94.805,경기
2019.03,94.700,경기
2019.04,94.595,경기
2019.05,94.490,경기
2019.06,94.385,경기
2019.07,94.280,경기
2019.08,94.175,경기
2019.09,94.070,경기
2019.10,93.965,경기
2019.11,93.860,경기
2019.12,93.755,경기
2020.01,93.650,경기
2020.02,93.709,경기
2020.03,93.768,경기
2020.04,93.828,경기
2020.05,93.887,경기
2020.06,93.946,경기
2020.07,94.005,경기
2020.08,94.064,경기
2020.09,94.123,경기
2020.10,94.183,경기
2020.11,94.242,경기
2020.12,94.301,경기
2021.01,94.360,경기
2021.02,94.118,경기
2021.03,93.877,경기
2021.04,93.635,경기
2021.05,93.393,경기
2021.06,93.152,경기
2021.07,92.910,경기
2021.08,92.668,경기
2021.09,92.427,경기
2021.10,92.185,경기
2021.11,91.943,경기
2021.12,91.702,경기
2022.01,91.460,경기
2022.02,91.396,경기
2022.03,91.332,경기
2022.04,91.267,경기
2022.05,91.203,경기
2022.06,91.139,경기
2022.07,91.075,경기
2022.08,91.011,경기
2022.09,90.947,경기
2022.10,90.882,경기
2022.11,90.818,경기
2022.12,90.754,경기
2023.01,90.690,경기
2023.02,90.573,경기
2023.03,90.457,경기
2023.04,90.340,경기
2023.05,90.223,경기
2023.06,90.107,경기
2023.07,89.990,경기
2023.08,89.873,경기
2023.09,89.757,경기
2023.10,89.640,경기
2023.11,89.523,경기
2023.12,89.407,경기
2024.01,89.290,경기
2011.01,109.430,경남
2011.02,109.313,경남
2011.03,109.197,경남
2011.04,109.080,경남
2011.05,108.963,경남
2011.06,108.847,경남
2011.07,108.730,경남
2011.08,108.613,경남
2011.09,108.497,경남
2011.10,108.380,경남
2011.11,108.263,경남
2011.12,108.147,경남
2012.01,108.030,경남
2012.02,107.847,경남
2012.03,107.665,경남
2012.04,107.483,경남
2012.05,107.300,경남
2012.06,107.118,경남
2012.07,106.935,경남
2012.08,106.752,경남
2012.09,106.570,경남
2012.10,106.388,경남
2012.11,106.205,경남
2012.12,106.023,경남
2013.01,105.840,경남
2013.02,105.634,경남
2013.03,105.428,경남
2013.04,105.222,경남
2013.05,105.017,경남
2013.06,104.811,경남
2013.07,104.605,경남
2013.08,104.399,경남
2013.09,104.193,경남
2013.10,103.988,경남
2013.11,103.782,경남
2013.12,103.576,경남
2014.01,103.370,경남
2014.02,103.214,경남
2014.03,103.058,경남
2014.04,102.903,경남
2014.05,102.747,경남
2014.06,102.591,경남
2014.07,102.435,경남
2014.08,102.279,경남
2014.09,102.123,경남
2014.10,101.968,경남
2014.11,101.812,경남
2014.12,101.656,경남
2015.01,101.500,경남
2015.02,101.323,경남
2015.03,101.147,경남
2015.04,100.970,경남
2015.05,100.793,경남
2015.06,100.617,경남
2015.07,100.440,경남
2015.08,100.263,경남
2015.09,100.087,경남
2015.10,99.910,경남
2015.11,99.733,경남
2015.12,99.557,경남
2016.01,99.380,경남
2016.02,99.140,경남
2016.03,98.900,경남
2016.04,98.660,경남
2016.05,98.420,경남
2016.06,98.180,경남
2016.07,97.940,경남
2016.08,97.700,경남
2016.09,97.460,경남
2016.10,97.220,경남
2016.11,96.980,경남
2016.12,96.740,경남
2017.01,96.500,경남
2017.02,96.070,경남
2017.03,95.640,경남
2017.04,95.210,경남
2017.05,94.780,경남
2017.06,94.350,경남
2017.07,93.920,경남
2017.08,93.490,경남
2017.09,93.060,경남
2017.10,92.630,경남
2017.11,92.200,경남
2017.12,91.770,경남
2018.01,91.340,경남
2018.02,91.078,경남
2018.03,90.815,경남
2018.04,90.553,경남
2018.05,90.290,경남
2018.06,90.028,경남
2018.07,89.765,경남
2018.08,89.502,경남
2018.09,89.240,경남
2018.10,88.977,경남
2018.11,88.715,경남
2018.12,88.453,경남
2019.01,88.190,경남
2019.02,87.965,경남
2019.03,87.740,경남
2019.04,87.515,경남
2019.05,87.290,경남
2019.06,87.065,경남
2019.07,86.840,경남
2019.08,86.615,경남
2019.09,86.390,경남
2019.10,86.165,경남
2019.11,85.940,경남
2019.12,85.715,경남
2020.01,85.490,경남
2020.02,85.623,경남
2020.03,85.755,경남
2020.04,85.887,경남
2020.05,86.020,경남
2020.06,86.153,경남
2020.07,86.285,경남
2020.08,86.417,경남
2020.09,86.550,경남
2020.10,86.683,경남
2020.11,86.815,경남
2020.12,86.947,경남
2021.01,87.080,경남
2021.02,86.930,경남
2021.03,86.780,경남
2021.04,86.630,경남
2021.05,86.480,경남
2021.06,86.330,경남
2021.07,86.180,경남
2021.08,86.030,경남
2021.09,85.880,경남
2021.10,85.730,경남
2021.11,85.580,경남
2021.12,85.430,경남
2022.01,85.280,경남
2022.02,85.160,경남
2022.03,85.040,경남
2022.04,84.920,경남
2022.05,84.800,경남
2022.06,84.680,경남
2022.07,84.560,경남
2022.08,84.440,경남
2022.09,84.320,경남
2022.10,84.200,경남
2022.11,84.080,경남
2022.12,83.960,경남
2023.01,83.840,경남
2023.02,83.733,경남
2023.03,83.627,경남
2023.04,83.520,경남
2023.05,83.413,경남
2023.06,83.307,경남
2023.07,83.200,경남
2023.08,83.093,경남
2023.09,82.987,경남
2023.10,82.880,경남
2023.11,82.773,경남
2023.12,82.667,경남
2024.01,82.560,경남
2011.01,100.700,경북
2011.02,100.633,경북
2011.03,100.565,경북
2011.04,100.498,경북
2011.05,100.430,경북
2011.06,100.362,경북
2011.07,100.295,경북
2011.08,100.228,경북
2011.09,100.160,경북
2011.10,100.093,경북
2011.11,100.025,경북
2011.12,99.957,경북
2012.01,99.890,경북
2012.02,99.773,경북
2012.03,99.655,경북
2012.04,99.537,경북
2012.05,99.420,경북
2012.06,99.303,경북
2012.07,99.185,경북
2012.08,99.067,경북
2012.09,98.950,경북
2012.10,98.833,경북
2012.11,98.715,경북
2012.12,98.597,경북
2013.01,98.480,경북
2013.02,98.203,경북
2013.03,97.925,경북
2013.04,97.648,경북
2013.05,97.370,경북
2013.06,97.093,경북
2013.07,96.815,경북
2013.08,96.538,경북
2013.09,96.260,경북
2013.10,95.983,경북
2013.11,95.705,경북
2013.12,95.428,경북
2014.01,95.150,경북
2014.02,94.943,경북
2014.03,94.737,경북
2014.04,94.530,경북
2014.05,94.323,경북
2014.06,94.117,경북
2014.07,93.910,경북
2014.08,93.703,경북
2014.09,93.497,경북
2014.10,93.290,경북
2014.11,93.083,경북
2014.12,92.877,경북
2015.01,92.670,경북
2015.02,92.489,경북
2015.03,92.308,경북
2015.04,92.127,경북
2015.05,91.947,경북
2015.06,91.766,경북
2015.07,91.585,경북
2015.08,91.404,경북
2015.09,91.223,경북
2015.10,91.043,경북
2015.11,90.862,경북
2015.12,90.681,경북
2016.01,90.500,경북
2016.02,90.308,경북
2016.03,90.117,경북
2016.04,89.925,경북
2016.05,89.733,경북
2016.06,89.542,경북
2016.07,89.350,경북
2016.08,89.158,경북
2016.09,88.967,경북
2016.10,88.775,경북
2016.11,88.583,경북
2016.12,88.392,경북
2017.01,88.200,경북
2017.02,87.904,경북
2017.03,87.608,경북
2017.04,87.312,경북
2017.05,87.017,경북
2017.06,86.721,경북
2017.07,86.425,경북
2017.08,86.129,경북
2017.09,85.833,경북
2017.10,85.538,경북
2017.11,85.242,경북
2017.12,84.946,경북
2018.01,84.650,경북
2018.02,84.318,경북
2018.03,83.987,경북
2018.04,83.655,경북
2018.05,83.323,경북
2018.06,82.992,경북
2018.07,82.660,경북
2018.08,82.328,경북
2018.09,81.997,경북
2018.10,81.665,경북
2018.11,81.333,경북
2018.12,81.002,경북
2019.01,80.670,경북
2019.02,80.548,경북
2019.03,80.427,경북
2019.04,80.305,경북
2019.05,80.183,경북
2019.06,80.062,경북
2019.07,79.940,경북
2019.08,79.818,경북
2019.09,79.697,경북
2019.10,79.575,경북
2019.11,79.453,경북
2019.12,79.332,경북
2020.01,79.210,경북
2020.02,79.218,경북
2020.03,79.225,경북
2020.04,79.232,경북
2020.05,79.240,경북
2020.06,79.248,경북
2020.07,79.255,경북
2020.08,79.262,경북
2020.09,79.270,경북
2020.10,79.278,경북
2020.11,79.285,경북
2020.12,79.292,경북
2021.01,79.300,경북
2021.02,79.141,경북
2021.03,78.982,경북
2021.04,78.822,경북
2021.05,78.663,경북
2021.06,78.504,경북
2021.07,78.345,경북
2021.08,78.186,경북
2021.09,78.027,경북
2021.10,77.868,경북
2021.11,77.708,경북
2021.12,77.549,경북
2022.01,77.390,경북
2022.02,77.301,경북
2022.03,77.212,경북
2022.04,77.123,경북
2022.05,77.033,경북
2022.06,76.944,경북
2022.07,76.855,경북
2022.08,76.766,경북
2022.09,76.677,경북
2022.10,76.587,경북
2022.11,76.498,경북
2022.12,76.409,경북
2023.01,76.320,경북
2023.02,76.257,경북
2023.03,76.193,경북
2023.04,76.130,경북
2023.05,76.067,경북
2023.06,76.003,경북
2023.07,75.940,경북
2023.08,75.877,경북
2023.09,75.813,경북
2023.10,75.750,경북
2023.11,75.687,경북
2023.12,75.623,경북
2024.01,75.560,경북
2011.01,119.580,광주
2011.02,119.309,광주
2011.03,119.038,광주
2011.04,118.767,광주
2011.05,118.497,광주
2011.06,118.226,광주
2011.07,117.955,광주
2011.08,117.684,광주
2011.09,117.413,광주
2011.10,117.142,광주
2011.11,116.872,광주
2011.12,116.601,광주
2012.01,116.330,광주
2012.02,116.124,광주
2012.03,115.918,광주
2012.04,115.713,광주
2012.05,115.507,광주
2012.06,115.301,광주
2012.07,115.095,광주
2012.08,114.889,광주
2012.09,114.683,광주
2012.10,114.477,광주
2012.11,114.272,광주
2012.12,114.066,광주
2013.01,113.860,광주
2013.02,113.377,광주
2013.03,112.895,광주
2013.04,112.412,광주
2013.05,111.930,광주
2013.06,111.447,광주
2013.07,110.965,광주
2013.08,110.483,광주
2013.09,110.000,광주
2013.10,109.517,광주
2013.11,109.035,광주
2013.12,108.552,광주
2014.01,108.070,광주
2014.02,107.897,광주
2014.03,107.723,광주
2014.04,107.550,광주
2014.05,107.377,광주
2014.06,107.203,광주
2014.07,107.030,광주
2014.08,106.857,광주
2014.09,106.683,광주
2014.10,106.510,광주
2014.11,106.337,광주
2014.12,106.163,광주
2015.01,105.990,광주
2015.02,105.676,광주
2015.03,105.362,광주
2015.04,105.047,광주
2015.05,104.733,광주
2015.06,104.419,광주
2015.07,104.105,광주
2015.08,103.791,광주
2015.09,103.477,광주
2015.10,103.162,광주
2015.11,102.848,광주
2015.12,102.534,광주
2016.01,102.220,광주
2016.02,101.938,광주
2016.03,101.655,광주
2016.04,101.373,광주
2016.05,101.090,광주
2016.06,100.808,광주
2016.07,100.525,광주
2016.08,100.242,광주
2016.09,99.960,광주
2016.10,99.677,광주
2016.11,99.395,광주
2016.12,99.112,광주
2017.01,98.830,광주
2017.02,98.455,광주
2017.03,98.080,광주
2017.04,97.705,광주
2017.05,97.330,광주
2017.06,96.955,광주
2017.07,96.580,광주
2017.08,96.205,광주
2017.09,95.830,광주
2017.10,95.455,광주
2017.11,95.080,광주
2017.12,94.705,광주
2018.01,94.330,광주
2018.02,94.072,광주
2018.03,93.815,광주
2018.04,93.558,광주
2018.05,93.300,광주
2018.06,93.042,광주
2018.07,92.785,광주
2018.08,92.528,광주
2018.09,92.270,광주
2018.10,92.012,광주
2018.11,91.755,광주
2018.12,91.498,광주
2019.01,91.240,광주
2019.02,91.093,광주
2019.03,90.945,광주
2019.04,90.797,광주
2019.05,90.650,광주
2019.06,90.502,광주
2019.07,90.355,광주
2019.08,90.207,광주
2019.09,90.060,광주
2019.10,89.912,광주
2019.11,89.765,광주
2019.12,89.617,광주
2020.01,89.470,광주
2020.02,89.438,광주
2020.03,89.405,광주
2020.04,89.373,광주
2020.05,89.340,광주
2020.06,89.308,광주
2020.07,89.275,광주
2020.08,89.242,광주
2020.09,89.210,광주
2020.10,89.177,광주
2020.11,89.145,광주
2020.12,89.112,광주
2021.01,89.080,광주
2021.02,88.905,광주
2021.03,88.730,광주
2021.04,88.555,광주
2021.05,88.380,광주
2021.06,88.205,광주
2021.07,88.030,광주
2021.08,87.855,광주
2021.09,87.680,광주
2021.10,87.505,광주
2021.11,87.330,광주
2021.12,87.155,광주
2022.01,86.980,광주
2022.02,86.862,광주
2022.03,86.743,광주
2022.04,86.625,광주
2022.05,86.507,광주
2022.06,86.388,광주
2022.07,86.270,광주
2022.08,86.152,광주
2022.09,86.033,광주
2022.10,85.915,광주
2022.11,85.797,광주
2022.12,85.678,광주
2023.01,85.560,광주
2023.02,85.437,광주
2023.03,85.313,광주
2023.04,85.190,광주
2023.05,85.067,광주
2023.06,84.943,광주
2023.07,84.820,광주
2023.08,84.697,광주
2023.09,84.573,광주
2023.10,84.450,광주
2023.11,84.327,광주
2023.12,84.203,광주
2024.01,84.080,광주
2011.01,120.220,대구
2011.02,119.981,대구
2011.03,119.742,대구
2011.04,119.502,대구
2011.05,119.263,대구
2011.06,119.024,대구
2011.07,118.785,대구
2011.08,118.546,대구
2011.09,118.307,대구
2011.10,118.067,대구
2011.11,117.828,대구
2011.12,117.589,대구
2012.01,117.350,대구
2012.02,116.957,대구
2012.03,116.563,대구
2012.04,116.170,대구
2012.05,115.777,대구
2012.06,115.383,대구
2012.07,114.990,대구
2012.08,114.597,대구
2012.09,114.203,대구
2012.10,113.810,대구
2012.11,113.417,대구
2012.12,113.023,대구
2013.01,112.630,대구
2013.02,112.078,대구
2013.03,111.527,대구
2013.04,110.975,대구
2013.05,110.423,대구
2013.06,109.872,대구
2013.07,109.320,대구
2013.08,108.768,대구
