시점,사설학원수,지역별
2012.01,2038.000,광주
2012.02,2148.833,광주
2012.03,2259.667,광주
2012.04,2370.500,광주
2012.05,2481.333,광주
2012.06,2592.167,광주
2012.07,2703.000,광주
2012.08,2813.833,광주
2012.09,2924.667,광주
2012.10,3035.500,광주
2012.11,3146.333,광주
2012.12,3257.167,광주
2013.01,3368.000,광주
2013.02,3378.750,광주
2013.03,3389.500,광주
2013.04,3400.250,광주
2013.05,3411.000,광주
2013.06,3421.750,광주
2013.07,3432.500,광주
2013.08,3443.250,광주
2013.09,3454.000,광주
2013.10,3464.750,광주
2013.11,3475.500,광주
2013.12,3486.250,광주
2014.01,3497.000,광주
2014.02,3500.167,광주
2014.03,3503.333,광주
2014.04,3506.500,광주
2014.05,3509.667,광주
2014.06,3512.833,광주
2014.07,3516.000,광주
2014.08,3519.167,광주
2014.09,3522.333,광주
2014.10,3525.500,광주
2014.11,3528.667,광주
2014.12,3531.833,광주
2015.01,3535.000,광주
2015.02,3534.917,광주
2015.03,3534.833,광주
2015.04,3534.750,광주
2015.05,3534.667,광주
2015.06,3534.583,광주
2015.07,3534.500,광주
2015.08,3534.417,광주
2015.09,3534.333,광주
2015.10,3534.250,광주
2015.11,3534.167,광주
2015.12,3534.083,광주
2016.01,3534.000,광주
2016.02,3535.833,광주
2016.03,3537.667,광주
2016.04,3539.500,광주
2016.05,3541.333,광주
2016.06,3543.167,광주
2016.07,3545.000,광주
2016.08,3546.833,광주
2016.09,3548.667,광주
2016.10,3550.500,광주
2016.11,3552.333,광주
2016.12,3554.167,광주
2017.01,3556.000,광주
2017.02,3543.167,광주
2017.03,3530.333,광주
2017.04,3517.500,광주
2017.05,3504.667,광주
2017.06,3491.833,광주
2017.07,3479.000,광주
2017.08,3466.167,광주
2017.09,3453.333,광주
2017.10,3440.500,광주
2017.11,3427.667,광주
2017.12,3414.833,광주
2018.01,3402.000,광주
2018.02,3407.833,광주
2018.03,3413.667,광주
2018.04,3419.500,광주
2018.05,3425.333,광주
2018.06,3431.167,광주
2018.07,3437.000,광주
2018.08,3442.833,광주
2018.09,3448.667,광주
2018.10,3454.500,광주
2018.11,3460.333,광주
2018.12,3466.167,광주
2019.01,3472.000,광주
2019.02,3469.250,광주
2019.03,3466.500,광주
2019.04,3463.750,광주
2019.05,3461.000,광주
2019.06,3458.250,광주
2019.07,3455.500,광주
2019.08,3452.750,광주
2019.09,3450.000,광주
2019.10,3447.250,광주
2019.11,3444.500,광주
2019.12,3441.750,광주
2020.01,3439.000,광주
2020.02,3438.500,광주
2020.03,3438.000,광주
2020.04,3437.500,광주
2020.05,3437.000,광주
2020.06,3436.500,광주
2020.07,3436.000,광주
2020.08,3435.500,광주
2020.09,3435.000,광주
2020.10,3434.500,광주
2020.11,3434.000,광주
2020.12,3433.500,광주
2021.01,3433.000,광주
2021.02,3440.583,광주
2021.03,3448.167,광주
2021.04,3455.750,광주
2021.05,3463.333,광주
2021.06,3470.917,광주
2021.07,3478.500,광주
2021.08,3486.083,광주
2021.09,3493.667,광주
2021.10,3501.250,광주
2021.11,3508.833,광주
2021.12,3516.417,광주
2022.01,3524.000,광주
2022.02,3521.000,광주
2022.03,3518.000,광주
2022.04,3515.000,광주
2022.05,3512.000,광주
2022.06,3509.000,광주
2022.07,3506.000,광주
2022.08,3503.000,광주
2022.09,3500.000,광주
2022.10,3497.000,광주
2022.11,3494.000,광주
2022.12,3491.000,광주
2023.01,3488.000,광주
2003.01,2978.000,대구
2003.02,2972.083,대구
2003.03,2966.167,대구
2003.04,2960.250,대구
2003.05,2954.333,대구
2003.06,2948.417,대구
2003.07,2942.500,대구
2003.08,2936.583,대구
2003.09,2930.667,대구
2003.10,2924.750,대구
2003.11,2918.833,대구
2003.12,2912.917,대구
2004.01,2907.000,대구
2004.02,2907.083,대구
2004.03,2907.167,대구
2004.04,2907.250,대구
2004.05,2907.333,대구
2004.06,2907.417,대구
2004.07,2907.500,대구
2004.08,2907.583,대구
2004.09,2907.667,대구
2004.10,2907.750,대구
2004.11,2907.833,대구
2004.12,2907.917,대구
2005.01,2908.000,대구
2005.02,2919.083,대구
2005.03,2930.167,대구
2005.04,2941.250,대구
2005.05,2952.333,대구
2005.06,2963.417,대구
2005.07,2974.500,대구
2005.08,2985.583,대구
2005.09,2996.667,대구
2005.10,3007.750,대구
2005.11,3018.833,대구
2005.12,3029.917,대구
2006.01,3041.000,대구
2006.02,3031.667,대구
2006.03,3022.333,대구
2006.04,3013.000,대구
2006.05,3003.667,대구
2006.06,2994.333,대구
2006.07,2985.000,대구
2006.08,2975.667,대구
2006.09,2966.333,대구
2006.10,2957.000,대구
2006.11,2947.667,대구
2006.12,2938.333,대구
2007.01,2929.000,대구
2007.02,2933.083,대구
2007.03,2937.167,대구
2007.04,2941.250,대구
2007.05,2945.333,대구
2007.06,2949.417,대구
2007.07,2953.500,대구
2007.08,2957.583,대구
2007.09,2961.667,대구
2007.10,2965.750,대구
2007.11,2969.833,대구
2007.12,2973.917,대구
2008.01,2978.000,대구
2008.02,3016.083,대구
2008.03,3054.167,대구
2008.04,3092.250,대구
2008.05,3130.333,대구
2008.06,3168.417,대구
2008.07,3206.500,대구
2008.08,3244.583,대구
2008.09,3282.667,대구
2008.10,3320.750,대구
2008.11,3358.833,대구
2008.12,3396.917,대구
2009.01,3435.000,대구
2009.02,3474.583,대구
2009.03,3514.167,대구
2009.04,3553.750,대구
2009.05,3593.333,대구
2009.06,3632.917,대구
2009.07,3672.500,대구
2009.08,3712.083,대구
2009.09,3751.667,대구
2009.10,3791.250,대구
2009.11,3830.833,대구
2009.12,3870.417,대구
2010.01,3910.000,대구
2010.02,3896.333,대구
2010.03,3882.667,대구
2010.04,3869.000,대구
2010.05,3855.333,대구
2010.06,3841.667,대구
2010.07,3828.000,대구
2010.08,3814.333,대구
2010.09,3800.667,대구
2010.10,3787.000,대구
2010.11,3773.333,대구
2010.12,3759.667,대구
2011.01,3746.000,대구
2011.02,3729.000,대구
2011.03,3712.000,대구
2011.04,3695.000,대구
2011.05,3678.000,대구
2011.06,3661.000,대구
2011.07,3644.000,대구
2011.08,3627.000,대구
2011.09,3610.000,대구
2011.10,3593.000,대구
2011.11,3576.000,대구
2011.12,3559.000,대구
2012.01,3542.000,대구
2012.02,3550.083,대구
2012.03,3558.167,대구
2012.04,3566.250,대구
2012.05,3574.333,대구
2012.06,3582.417,대구
2012.07,3590.500,대구
2012.08,3598.583,대구
2012.09,3606.667,대구
2012.10,3614.750,대구
2012.11,3622.833,대구
2012.12,3630.917,대구
2013.01,3639.000,대구
2013.02,3640.000,대구
2013.03,3641.000,대구
2013.04,3642.000,대구
2013.05,3643.000,대구
2013.06,3644.000,대구
2013.07,3645.000,대구
2013.08,3646.000,대구
2013.09,3647.000,대구
2013.10,3648.000,대구
2013.11,3649.000,대구
2013.12,3650.000,대구
2014.01,3651.000,대구
2014.02,3650.000,대구
2014.03,3649.000,대구
2014.04,3648.000,대구
2014.05,3647.000,대구
2014.06,3646.000,대구
2014.07,3645.000,대구
2014.08,3644.000,대구
2014.09,3643.000,대구
2014.10,3642.000,대구
2014.11,3641.000,대구
2014.12,3640.000,대구
2015.01,3639.000,대구
2015.02,3647.750,대구
2015.03,3656.500,대구
2015.04,3665.250,대구
2015.05,3674.000,대구
2015.06,3682.750,대구
2015.07,3691.500,대구
2015.08,3700.250,대구
2015.09,3709.000,대구
2015.10,3717.750,대구
2015.11,3726.500,대구
2015.12,3735.250,대구
2016.01,3744.000,대구
2016.02,3749.917,대구
2016.03,3755.833,대구
2016.04,3761.750,대구
2016.05,3767.667,대구
2016.06,3773.583,대구
2016.07,3779.500,대구
2016.08,3785.417,대구
2016.09,3791.333,대구
2016.10,3797.250,대구
2016.11,3803.167,대구
2016.12,3809.083,대구
2017.01,3815.000,대구
2017.02,3822.167,대구
2017.03,3829.333,대구
2017.04,3836.500,대구
2017.05,3843.667,대구
2017.06,3850.833,대구
2017.07,3858.000,대구
2017.08,3865.167,대구
2017.09,3872.333,대구
2017.10,3879.500,대구
2017.11,3886.667,대구
2017.12,3893.833,대구
2018.01,3901.000,대구
2018.02,3904.917,대구
2018.03,3908.833,대구
2018.04,3912.750,대구
2018.05,3916.667,대구
2018.06,3920.583,대구
2018.07,3924.500,대구
2018.08,3928.417,대구
2018.09,3932.333,대구
2018.10,3936.250,대구
2018.11,3940.167,대구
2018.12,3944.083,대구
2019.01,3948.000,대구
2019.02,3947.417,대구
2019.03,3946.833,대구
2019.04,3946.250,대구
2019.05,3945.667,대구
2019.06,3945.083,대구
2019.07,3944.500,대구
2019.08,3943.917,대구
2019.09,3943.333,대구
2019.10,3942.750,대구
2019.11,3942.167,대구
2019.12,3941.583,대구
2020.01,3941.000,대구
2020.02,3943.250,대구
2020.03,3945.500,대구
2020.04,3947.750,대구
2020.05,3950.000,대구
2020.06,3952.250,대구
2020.07,3954.500,대구
2020.08,3956.750,대구
2020.09,3959.000,대구
2020.10,3961.250,대구
2020.11,3963.500,대구
2020.12,3965.750,대구
2021.01,3968.000,대구
2021.02,3982.833,대구
2021.03,3997.667,대구
2021.04,4012.500,대구
2021.05,4027.333,대구
2021.06,4042.167,대구
2021.07,4057.000,대구
2021.08,4071.833,대구
2021.09,4086.667,대구
2021.10,4101.500,대구
2021.11,4116.333,대구
2021.12,4131.167,대구
2022.01,4146.000,대구
2022.02,4163.333,대구
2022.03,4180.667,대구
2022.04,4198.000,대구
2022.05,4215.333,대구
2022.06,4232.667,대구
2022.07,4250.000,대구
2022.08,4267.333,대구
2022.09,4284.667,대구
2022.10,4302.000,대구
2022.11,4319.333,대구
2022.12,4336.667,대구
2023.01,4354.000,대구
2003.01,1848.000,대전
2003.02,1839.417,대전
2003.03,1830.833,대전
2003.04,1822.250,대전
2003.05,1813.667,대전
2003.06,1805.083,대전
2003.07,1796.500,대전
2003.08,1787.917,대전
2003.09,1779.333,대전
2003.10,1770.750,대전
2003.11,1762.167,대전
2003.12,1753.583,대전
2004.01,1745.000,대전
2004.02,1760.250,대전
2004.03,1775.500,대전
2004.04,1790.750,대전
2004.05,1806.000,대전
2004.06,1821.250,대전
2004.07,1836.500,대전
2004.08,1851.750,대전
2004.09,1867.000,대전
2004.10,1882.250,대전
2004.11,1897.500,대전
2004.12,1912.750,대전
2005.01,1928.000,대전
2005.02,1932.500,대전
2005.03,1937.000,대전
2005.04,1941.500,대전
2005.05,1946.000,대전
2005.06,1950.500,대전
2005.07,1955.000,대전
2005.08,1959.500,대전
2005.09,1964.000,대전
2005.10,1968.500,대전
2005.11,1973.000,대전
2005.12,1977.500,대전
2006.01,1982.000,대전
2006.02,1994.167,대전
2006.03,2006.333,대전
2006.04,2018.500,대전
2006.05,2030.667,대전
2006.06,2042.833,대전
2006.07,2055.000,대전
2006.08,2067.167,대전
2006.09,2079.333,대전
2006.10,2091.500,대전
2006.11,2103.667,대전
2006.12,2115.833,대전
2007.01,2128.000,대전
2007.02,2128.500,대전
2007.03,2129.000,대전
2007.04,2129.500,대전
2007.05,2130.000,대전
2007.06,2130.500,대전
2007.07,2131.000,대전
2007.08,2131.500,대전
2007.09,2132.000,대전
2007.10,2132.500,대전
2007.11,2133.000,대전
2007.12,2133.500,대전
2008.01,2134.000,대전
2008.02,2140.167,대전
2008.03,2146.333,대전
2008.04,2152.500,대전
2008.05,2158.667,대전
2008.06,2164.833,대전
2008.07,2171.000,대전
2008.08,2177.167,대전
2008.09,2183.333,대전
2008.10,2189.500,대전
2008.11,2195.667,대전
2008.12,2201.833,대전
2009.01,2208.000,대전
2009.02,2208.833,대전
2009.03,2209.667,대전
2009.04,2210.500,대전
2009.05,2211.333,대전
2009.06,2212.167,대전
2009.07,2213.000,대전
2009.08,2213.833,대전
2009.09,2214.667,대전
2009.10,2215.500,대전
2009.11,2216.333,대전
2009.12,2217.167,대전
2010.01,2218.000,대전
2010.02,2213.833,대전
2010.03,2209.667,대전
2010.04,2205.500,대전
2010.05,2201.333,대전
2010.06,2197.167,대전
2010.07,2193.000,대전
2010.08,2188.833,대전
2010.09,2184.667,대전
2010.10,2180.500,대전
2010.11,2176.333,대전
2010.12,2172.167,대전
2011.01,2168.000,대전
2011.02,2167.917,대전
2011.03,2167.833,대전
2011.04,2167.750,대전
2011.05,2167.667,대전
2011.06,2167.583,대전
2011.07,2167.500,대전
2011.08,2167.417,대전
2011.09,2167.333,대전
2011.10,2167.250,대전
2011.11,2167.167,대전
2011.12,2167.083,대전
2012.01,2167.000,대전
2012.02,2166.333,대전
2012.03,2165.667,대전
2012.04,2165.000,대전
2012.05,2164.333,대전
2012.06,2163.667,대전
2012.07,2163.000,대전
2012.08,2162.333,대전
2012.09,2161.667,대전
2012.10,2161.000,대전
2012.11,2160.333,대전
2012.12,2159.667,대전
2013.01,2159.000,대전
2013.02,2152.917,대전
2013.03,2146.833,대전
2013.04,2140.750,대전
2013.05,2134.667,대전
2013.06,2128.583,대전
2013.07,2122.500,대전
2013.08,2116.417,대전
2013.09,2110.333,대전
2013.10,2104.250,대전
2013.11,2098.167,대전
2013.12,2092.083,대전
2014.01,2086.000,대전
2014.02,2096.333,대전
2014.03,2106.667,대전
2014.04,2117.000,대전
2014.05,2127.333,대전
2014.06,2137.667,대전
2014.07,2148.000,대전
2014.08,2158.333,대전
2014.09,2168.667,대전
2014.10,2179.000,대전
2014.11,2189.333,대전
2014.12,2199.667,대전
2015.01,2210.000,대전
2015.02,2212.083,대전
2015.03,2214.167,대전
2015.04,2216.250,대전
2015.05,2218.333,대전
2015.06,2220.417,대전
2015.07,2222.500,대전
2015.08,2224.583,대전
2015.09,2226.667,대전
2015.10,2228.750,대전
2015.11,2230.833,대전
2015.12,2232.917,대전
2016.01,2235.000,대전
2016.02,2234.083,대전
2016.03,2233.167,대전
2016.04,2232.250,대전
2016.05,2231.333,대전
2016.06,2230.417,대전
2016.07,2229.500,대전
2016.08,2228.583,대전
2016.09,2227.667,대전
2016.10,2226.750,대전
2016.11,2225.833,대전
2016.12,2224.917,대전
2017.01,2224.000,대전
2017.02,2223.917,대전
2017.03,2223.833,대전
2017.04,2223.750,대전
2017.05,2223.667,대전
2017.06,2223.583,대전
2017.07,2223.500,대전
2017.08,2223.417,대전
2017.09,2223.333,대전
2017.10,2223.250,대전
2017.11,2223.167,대전
2017.12,2223.083,대전
2018.01,2223.000,대전
2018.02,2221.167,대전
2018.03,2219.333,대전
2018.04,2217.500,대전
2018.05,2215.667,대전
2018.06,2213.833,대전
2018.07,2212.000,대전
2018.08,2210.167,대전
2018.09,2208.333,대전
2018.10,2206.500,대전
2018.11,2204.667,대전
2018.12,2202.833,대전
2019.01,2201.000,대전
2019.02,2200.750,대전
2019.03,2200.500,대전
2019.04,2200.250,대전
2019.05,2200.000,대전
2019.06,2199.750,대전
2019.07,2199.500,대전
2019.08,2199.250,대전
2019.09,2199.000,대전
2019.10,2198.750,대전
2019.11,2198.500,대전
2019.12,2198.250,대전
2020.01,2198.000,대전
2020.02,2201.250,대전
2020.03,2204.500,대전
2020.04,2207.750,대전
2020.05,2211.000,대전
2020.06,2214.250,대전
2020.07,2217.500,대전
2020.08,2220.750,대전
2020.09,2224.000,대전
2020.10,2227.250,대전
2020.11,2230.500,대전
2020.12,2233.750,대전
2021.01,2237.000,대전
2021.02,2241.750,대전
2021.03,2246.500,대전
2021.04,2251.250,대전
2021.05,2256.000,대전
2021.06,2260.750,대전
2021.07,2265.500,대전
2021.08,2270.250,대전
2021.09,2275.000,대전
2021.10,2279.750,대전
2021.11,2284.500,대전
2021.12,2289.250,대전
2022.01,2294.000,대전
2022.02,2295.500,대전
2022.03,2297.000,대전
2022.04,2298.500,대전
2022.05,2300.000,대전
2022.06,2301.500,대전
2022.07,2303.000,대전
2022.08,2304.500,대전
2022.09,2306.000,대전
2022.10,2307.500,대전
2022.11,2309.000,대전
2022.12,2310.500,대전
2023.01,2312.000,대전
2003.01,4987.000,부산
2003.02,4974.917,부산
2003.03,4962.833,부산
2003.04,4950.750,부산
2003.05,4938.667,부산
2003.06,4926.583,부산
2003.07,4914.500,부산
2003.08,4902.417,부산
2003.09,4890.333,부산
2003.10,4878.250,부산
2003.11,4866.167,부산
2003.12,4854.083,부산
2004.01,4842.000,부산
2004.02,4826.917,부산
2004.03,4811.833,부산
2004.04,4796.750,부산
2004.05,4781.667,부산
2004.06,4766.583,부산
2004.07,4751.500,부산
2004.08,4736.417,부산
2004.09,4721.333,부산
2004.10,4706.250,부산
2004.11,4691.167,부산
2004.12,4676.083,부산
2005.01,4661.000,부산
2005.02,4665.000,부산
2005.03,4669.000,부산
2005.04,4673.000,부산
2005.05,4677.000,부산
2005.06,4681.000,부산
2005.07,4685.000,부산
2005.08,4689.000,부산
2005.09,4693.000,부산
2005.10,4697.000,부산
2005.11,4701.000,부산
2005.12,4705.000,부산
2006.01,4709.000,부산
2006.02,4714.833,부산
2006.03,4720.667,부산
2006.04,4726.500,부산
2006.05,4732.333,부산
2006.06,4738.167,부산
2006.07,4744.000,부산
2006.08,4749.833,부산
2006.09,4755.667,부산
2006.10,4761.500,부산
2006.11,4767.333,부산
2006.12,4773.167,부산
2007.01,4779.000,부산
2007.02,4776.667,부산
2007.03,4774.333,부산
2007.04,4772.000,부산
2007.05,4769.667,부산
2007.06,4767.333,부산
2007.07,4765.000,부산
2007.08,4762.667,부산
2007.09,4760.333,부산
2007.10,4758.000,부산
2007.11,4755.667,부산
2007.12,4753.333,부산
2008.01,4751.000,부산
2008.02,4751.000,부산
2008.03,4751.000,부산
2008.04,4751.000,부산
2008.05,4751.000,부산
2008.06,4751.000,부산
2008.07,4751.000,부산
2008.08,4751.000,부산
2008.09,4751.000,부산
2008.10,4751.000,부산
2008.11,4751.000,부산
2008.12,4751.000,부산
2009.01,4751.000,부산
2009.02,4760.083,부산
2009.03,4769.167,부산
2009.04,4778.250,부산
2009.05,4787.333,부산
2009.06,4796.417,부산
2009.07,4805.500,부산
2009.08,4814.583,부산
2009.09,4823.667,부산
2009.10,4832.750,부산
2009.11,4841.833,부산
2009.12,4850.917,부산
2010.01,4860.000,부산
2010.02,4873.833,부산
2010.03,4887.667,부산
2010.04,4901.500,부산
2010.05,4915.333,부산
2010.06,4929.167,부산
2010.07,4943.000,부산
2010.08,4956.833,부산
2010.09,4970.667,부산
2010.10,4984.500,부산
2010.11,4998.333,부산
2010.12,5012.167,부산
2011.01,5026.000,부산
2011.02,5012.083,부산
2011.03,4998.167,부산
2011.04,4984.250,부산
2011.05,4970.333,부산
2011.06,4956.417,부산
2011.07,4942.500,부산
2011.08,4928.583,부산
2011.09,4914.667,부산
2011.10,4900.750,부산
2011.11,4886.833,부산
2011.12,4872.917,부산
2012.01,4859.000,부산
2012.02,4840.583,부산
2012.03,4822.167,부산
2012.04,4803.750,부산
2012.05,4785.333,부산
2012.06,4766.917,부산
2012.07,4748.500,부산
2012.08,4730.083,부산
2012.09,4711.667,부산
2012.10,4693.250,부산
2012.11,4674.833,부산
2012.12,4656.417,부산
2013.01,4638.000,부산
2013.02,4628.917,부산
2013.03,4619.833,부산
2013.04,4610.750,부산
2013.05,4601.667,부산
2013.06,4592.583,부산
2013.07,4583.500,부산
2013.08,4574.417,부산
2013.09,4565.333,부산
2013.10,4556.250,부산
2013.11,4547.167,부산
2013.12,4538.083,부산
2014.01,4529.000,부산
2014.02,4542.917,부산
2014.03,4556.833,부산
2014.04,4570.750,부산
2014.05,4584.667,부산
2014.06,4598.583,부산
2014.07,4612.500,부산
2014.08,4626.417,부산
2014.09,4640.333,부산
2014.10,4654.250,부산
2014.11,4668.167,부산
2014.12,4682.083,부산
2015.01,4696.000,부산
2015.02,4697.000,부산
2015.03,4698.000,부산
2015.04,4699.000,부산
2015.05,4700.000,부산
2015.06,4701.000,부산
2015.07,4702.000,부산
2015.08,4703.000,부산
2015.09,4704.000,부산
2015.10,4705.000,부산
2015.11,4706.000,부산
2015.12,4707.000,부산
2016.01,4708.000,부산
2016.02,4711.333,부산
2016.03,4714.667,부산
2016.04,4718.000,부산
2016.05,4721.333,부산
2016.06,4724.667,부산
2016.07,4728.000,부산
2016.08,4731.333,부산
2016.09,4734.667,부산
2016.10,4738.000,부산
2016.11,4741.333,부산
2016.12,4744.667,부산
2017.01,4748.000,부산
2017.02,4741.167,부산
2017.03,4734.333,부산
2017.04,4727.500,부산
2017.05,4720.667,부산
2017.06,4713.833,부산
2017.07,4707.000,부산
2017.08,4700.167,부산
2017.09,4693.333,부산
2017.10,4686.500,부산
2017.11,4679.667,부산
2017.12,4672.833,부산
2018.01,4666.000,부산
2018.02,4676.333,부산
2018.03,4686.667,부산
2018.04,4697.000,부산
2018.05,4707.333,부산
2018.06,4717.667,부산
2018.07,4728.000,부산
2018.08,4738.333,부산
2018.09,4748.667,부산
2018.10,4759.000,부산
2018.11,4769.333,부산
2018.12,4779.667,부산
2019.01,4790.000,부산
2019.02,4802.333,부산
2019.03,4814.667,부산
2019.04,4827.000,부산
2019.05,4839.333,부산
2019.06,4851.667,부산
2019.07,4864.000,부산
2019.08,4876.333,부산
2019.09,4888.667,부산
2019.10,4901.000,부산
2019.11,4913.333,부산
2019.12,4925.667,부산
2020.01,4938.000,부산
2020.02,4943.167,부산
2020.03,4948.333,부산
2020.04,4953.500,부산
2020.05,4958.667,부산
2020.06,4963.833,부산
2020.07,4969.000,부산
2020.08,4974.167,부산
2020.09,4979.333,부산
2020.10,4984.500,부산
2020.11,4989.667,부산
2020.12,4994.833,부산
2021.01,5000.000,부산
2021.02,5013.667,부산
2021.03,5027.333,부산
2021.04,5041.000,부산
2021.05,5054.667,부산
2021.06,5068.333,부산
2021.07,5082.000,부산
2021.08,5095.667,부산
2021.09,5109.333,부산
2021.10,5123.000,부산
2021.11,5136.667,부산
2021.12,5150.333,부산
2022.01,5164.000,부산
2022.02,5183.667,부산
2022.03,5203.333,부산
2022.04,5223.000,부산
2022.05,5242.667,부산
2022.06,5262.333,부산
2022.07,5282.000,부산
2022.08,5301.667,부산
2022.09,5321.333,부산
2022.10,5341.000,부산
2022.11,5360.667,부산
2022.12,5380.333,부산
2023.01,5400.000,부산
2003.01,11176.000,서울
2003.02,11193.167,서울
2003.03,11210.333,서울
2003.04,11227.500,서울
2003.05,11244.667,서울
2003.06,11261.833,서울
2003.07,11279.000,서울
2003.08,11296.167,서울
2003.09,11313.333,서울
2003.10,11330.500,서울
2003.11,11347.667,서울
2003.12,11364.833,서울
2004.01,11382.000,서울
2004.02,11400.417,서울
2004.03,11418.833,서울
2004.04,11437.250,서울
2004.05,11455.667,서울
2004.06,11474.083,서울
2004.07,11492.500,서울
2004.08,11510.917,서울
2004.09,11529.333,서울
2004.10,11547.750,서울
2004.11,11566.167,서울
2004.12,11584.583,서울
2005.01,11603.000,서울
2005.02,11618.917,서울
2005.03,11634.833,서울
2005.04,11650.750,서울
2005.05,11666.667,서울
2005.06,11682.583,서울
2005.07,11698.500,서울
2005.08,11714.417,서울
2005.09,11730.333,서울
2005.10,11746.250,서울
2005.11,11762.167,서울
2005.12,11778.083,서울
2006.01,11794.000,서울
2006.02,11773.583,서울
2006.03,11753.167,서울
2006.04,11732.750,서울
2006.05,11712.333,서울
2006.06,11691.917,서울
2006.07,11671.500,서울
2006.08,11651.083,서울
2006.09,11630.667,서울
2006.10,11610.250,서울
2006.11,11589.833,서울
2006.12,11569.417,서울
2007.01,11549.000,서울
2007.02,11587.083,서울
2007.03,11625.167,서울
2007.04,11663.250,서울
2007.05,11701.333,서울
2007.06,11739.417,서울
2007.07,11777.500,서울
2007.08,11815.583,서울
2007.09,11853.667,서울
2007.10,11891.750,서울
2007.11,11929.833,서울
2007.12,11967.917,서울
2008.01,12006.000,서울
2008.02,12012.667,서울
2008.03,12019.333,서울
2008.04,12026.000,서울
2008.05,12032.667,서울
2008.06,12039.333,서울
2008.07,12046.000,서울
2008.08,12052.667,서울
2008.09,12059.333,서울
2008.10,12066.000,서울
2008.11,12072.667,서울
2008.12,12079.333,서울
2009.01,12086.000,서울
2009.02,12176.167,서울
2009.03,12266.333,서울
2009.04,12356.500,서울
2009.05,12446.667,서울
2009.06,12536.833,서울
2009.07,12627.000,서울
2009.08,12717.167,서울
2009.09,12807.333,서울
2009.10,12897.500,서울
2009.11,12987.667,서울
2009.12,13077.833,서울
2010.01,13168.000,서울
2010.02,13193.750,서울
2010.03,13219.500,서울
2010.04,13245.250,서울
2010.05,13271.000,서울
2010.06,13296.750,서울
2010.07,13322.500,서울
2010.08,13348.250,서울
2010.09,13374.000,서울
2010.10,13399.750,서울
2010.11,13425.500,서울
2010.12,13451.250,서울
2011.01,13477.000,서울
2011.02,13494.583,서울
2011.03,13512.167,서울
2011.04,13529.750,서울
2011.05,13547.333,서울
2011.06,13564.917,서울
2011.07,13582.500,서울
2011.08,13600.083,서울
2011.09,13617.667,서울
2011.10,13635.250,서울
2011.11,13652.833,서울
2011.12,13670.417,서울
2012.01,13688.000,서울
2012.02,13664.417,서울
2012.03,13640.833,서울
2012.04,13617.250,서울
2012.05,13593.667,서울
2012.06,13570.083,서울
2012.07,13546.500,서울
2012.08,13522.917,서울
2012.09,13499.333,서울
2012.10,13475.750,서울
2012.11,13452.167,서울
2012.12,13428.583,서울
2013.01,13405.000,서울
2013.02,13427.167,서울
2013.03,13449.333,서울
2013.04,13471.500,서울
2013.05,13493.667,서울
2013.06,13515.833,서울
2013.07,13538.000,서울
2013.08,13560.167,서울
2013.09,13582.333,서울
2013.10,13604.500,서울
2013.11,13626.667,서울
2013.12,13648.833,서울
2014.01,13671.000,서울
2014.02,13697.500,서울
2014.03,13724.000,서울
2014.04,13750.500,서울
2014.05,13777.000,서울
2014.06,13803.500,서울
2014.07,13830.000,서울
2014.08,13856.500,서울
2014.09,13883.000,서울
2014.10,13909.500,서울
2014.11,13936.000,서울
2014.12,13962.500,서울
2015.01,13989.000,서울
2015.02,13987.750,서울
2015.03,13986.500,서울
2015.04,13985.250,서울
2015.05,13984.000,서울
2015.06,13982.750,서울
2015.07,13981.500,서울
2015.08,13980.250,서울
2015.09,13979.000,서울
2015.10,13977.750,서울
2015.11,13976.500,서울
2015.12,13975.250,서울
2016.01,13974.000,서울
2016.02,13991.917,서울
2016.03,14009.833,서울
2016.04,14027.750,서울
2016.05,14045.667,서울
2016.06,14063.583,서울
2016.07,14081.500,서울
2016.08,14099.417,서울
2016.09,14117.333,서울
2016.10,14135.250,서울
2016.11,14153.167,서울
2016.12,14171.083,서울
2017.01,14189.000,서울
2017.02,14179.917,서울
2017.03,14170.833,서울
2017.04,14161.750,서울
2017.05,14152.667,서울
2017.06,14143.583,서울
2017.07,14134.500,서울
2017.08,14125.417,서울
2017.09,14116.333,서울
2017.10,14107.250,서울
2017.11,14098.167,서울
2017.12,14089.083,서울
2018.01,14080.000,서울
2018.02,14077.000,서울
2018.03,14074.000,서울
2018.04,14071.000,서울
2018.05,14068.000,서울
2018.06,14065.000,서울
2018.07,14062.000,서울
2018.08,14059.000,서울
2018.09,14056.000,서울
2018.10,14053.000,서울
2018.11,14050.000,서울
2018.12,14047.000,서울
2019.01,14044.000,서울
2019.02,14039.667,서울
2019.03,14035.333,서울
2019.04,14031.000,서울
2019.05,14026.667,서울
2019.06,14022.333,서울
2019.07,14018.000,서울
2019.08,14013.667,서울
2019.09,14009.333,서울
2019.10,14005.000,서울
2019.11,14000.667,서울
2019.12,13996.333,서울
2020.01,13992.000,서울
2020.02,13976.750,서울
2020.03,13961.500,서울
2020.04,13946.250,서울
2020.05,13931.000,서울
2020.06,13915.750,서울
2020.07,13900.500,서울
2020.08,13885.250,서울
2020.09,13870.000,서울
2020.10,13854.750,서울
2020.11,13839.500,서울
2020.12,13824.250,서울
2021.01,13809.000,서울
2021.02,13859.417,서울
2021.03,13909.833,서울
